data,Hate_speech,length,laughs,bad_words,misspell
"['robert', 'ador', 'palavr', 'acefal', 'tant', 'ouv', 'incorpor', 'vocabulari', 'pobr', 'incult']",1,96,0,0,2
"['interess', 'visit', 'hospit', 'su']",0,57,0,0,0
"['conclu', 'ato', 'porqu', 'concordou', 'nao', 'estupr', 'k']",0,79,16,0,1
"['torc', 'estu', 'pro', 'cole', 'ja', 'compr', 'vari', 'azul']",1,77,6,0,3
"['presidi', 'lug', 'pro', 'sujeit', 'pag', 'pec', 'nao', 'fic', 'resort', 'fer']",0,82,0,0,1
"['vit', 'dess', 'band', 'ning', 'visit', 'ne', 'porqu', 'ja', 'mat']",0,72,0,0,0
"['pod', 'visit', 'tamb', 'algum', 'escol', 'ond', 'crianc', 'estud', 'pe', 'lam', 'got', 'muit', 'vez', 'merend', 'estrag', 'ate', 'merend', 'algum', 'tend', 'and', 'quilometr', 'pe', 'dentr', 'caminho', 'gost', 'gent', 'lig', 'direit', 'human', 'decenc', 'faz', 'nao', 'gost', 'visit', 'presidi', 'defend', 'pobr', 'vit', 'sociedad', 'crianc', 'pe', 'descalc', 'nao', 'sao', 'vit', 'dess', 'sociedad', 'porc']",0,455,0,0,4
"['ser', 'visit', 'hospit', 'publ', 'df']",0,51,0,0,1
"['dev', 'hav', 'lei', 'obrig', 'tod', 'poli', 'us', 'so', 'hospit', 'publicos', 'tod', 'hospit', 'particul', 'proib', 'atendel', 'so', 'assim', 'olh', 'situaca', 'saud', 'publ', 'vacalhaca']",0,223,0,1,3
"['dev', 'est', 'preocup', 'aceler', 'julg', 'benefic', 'trabalh', 'inv', 'preocup', 'band']",0,121,0,0,1
"['porqu', 'nao', 'vai', 'visit', 'famil', 'vit', 'dess', 'crimin']",0,67,0,0,0
"['parent', 'mort']",0,45,0,0,0
"['sant', 'hipocris', 'batman', 'mand', 'visit', 'hospit', 'publ', 'ver', 'esta', 'superlot']",0,93,0,0,1
"['parab', 'dra', 'carmen', 'menos', 'sra', 'la', 'difer', 'outr', 'sab', 'exist', 'sab', 'sao', 'marg', 'nao', 'pod', 'igual']",0,162,0,0,0
"['nao', 'qu', 'fic', 'cel', 'superlot', 'nao', 'roub', 'trabalh', 'honest', 'garant', 'nao', 'vai', 'ser', 'problem']",0,110,0,0,0
"['pouc', 'conhec', 'leiatod', 'sao', 'igual', 'julg', 'conden', 'excet', 'milit']",0,93,0,0,1
"['quer', 'aparec', 'porq', 'nao', 'vai', 'visit', 'vit', 'dess', 'estrum', 'lamenta']",1,83,0,0,3
"['enta', 'ministr', 'motiv', 'instal', 'pen', 'mort']",0,61,0,0,0
"['visit', 'nov', 'instalaco', 'cond', 'dracul', 'vampir']",0,70,0,0,2
"['ser', 'ministr', 'carmen', 'luc', 'presid', 'supr', 'tribun', 'feder', 'procur', 'vag', 'poli', 'ladro', 'band', 'presidi', 'visit']",0,247,48,0,3
"['ministr', 'trabalh', 'menos', 'km', 'hospit', 'bas', 'hran', 'ser', 'pretend', 'visit']",0,97,0,0,1
"['sempr', 'admir', 'agor', 'aind', 'bel', 'atitud']",0,55,0,0,0
"['precisav', 'presid', 'assim']",0,40,0,0,0
"['pec', 'ajud', 'universitari', 'ajud', 'interpret', 'zozo', 'quil', 'diz']",0,84,0,0,2
"['dev', 'lev', 'renan', 'calh', 'junt', 'fic', 'la']",0,76,0,0,2
"['excelentis', 'ministr', 'nao', 'visit', 'famil', 'vit']",0,70,0,0,1
"['deix', 'ser', 'ignor', 'precis', 'mudanc', 'pres', 'nao', 'vit']",0,71,0,0,0
"['coloc', 'pen', 'mort', 'ai', 'vai', 'diminu', 'bast']",0,56,0,0,0
"['ser', 'faxin', 'visit', 'ministr']",0,54,0,0,0
"['nao', 'reun', 'parent', 'vit']",0,51,0,0,0
"['trabalh', 'ning', 'qu', 'sena', 'est', 'vazi']",0,44,0,0,0
"['gost', 'delan', 'stf', 'unic', 'sab', 'diz', 'entend', 'escut']",0,70,0,0,2
"['vai', 'ceminteri', 'lot', 'chei', 'inoc', 'mort', 'mao', 'dess', 'verm']",0,87,0,0,1
"['agor', 'vir', 'ministr', 'seguranc', 'nao', 'nad', 'pra', 'faz', 'stf']",0,74,0,0,1
"['visit', 'escol', 'hospit']",0,45,0,0,0
"['nao', 'vej', 'ir', 'visit', 'hospit', 'crianc', 'idos', 'trabalh', 'linh', 'fin']",0,85,0,0,0
"['vam', 'ver', 'quant', 'mae', 'filh', 'assassin', 'assalt', 'ministr', 'vai', 'visit']",0,106,0,0,1
"['ave', 'dra', 'carmen', 'luc', 'esta', 'prest', 'morr', 'saud']",0,64,0,0,2
"['pod', 'esta', 'preocup', 'band', 'tud', 'cidada', 'onest', 'reneg']",0,93,0,0,1
"['daqu', 'pra', 'frent', 'vai', 'pior', 'porqu', 'nao', 'hav', 'empreg', 'vai', 'aument', 'furt', 'roub']",0,91,0,0,0
"['aproveit', 'ai', 'ja', 'implant', 'pen', 'mort', 'lix', 'bnd', 'bom', 'bnd', 'mrt']",0,94,0,0,3
"['visit', 'famili', 'vitim', 'escor', 'ser', 'louva']",0,68,0,0,2
"['pen', 'so', 'vit', 'comport', 'nao', 'vai', 'pres']",0,64,0,0,0
"['inversa', 'val', 'inv', 'dess', 'velh', 'visit', 'hospit', 'asil', 'orfanat', 'visit', 'presidi', 'vai', 'tom']",1,108,0,0,3
"['vai', 'visit', 'hospit', 'tumul', 'vit', 'dess', 'marg']",0,74,0,0,1
"['superfatur', 'tv', 'algum', 'sen', 'deput', 'coloc', 'bols']",0,72,0,0,1
"['duvid', 'ministr', 'pec', 'reduca', 'salari', 'tre', 'mil', 'real']",0,74,0,0,1
"['faz', 'culp', 'lei', 'sev', 'vazi']",0,67,0,0,0
"['tir', 'tod', 'auxili', 'famil', 'mand', 'famil', 'trabalh', 'sustent']",0,89,0,0,1
"['presidi', 'superlot', 'f', 'd', 'quer', 'sab', 'fil', 'hospit', 'crech', 'busc', 'empreg']",0,106,0,0,1
"['pra', 'mim', 'ta', 'vazi', 'ministr', 'vai', 'cuid', 'poli', 'saf', 'proteg']",0,85,0,1,0
"['tal', 'cad', 'indult', 'dad', 'juiz', 'lev', 'pres', 'cas']",0,60,0,0,0
"['dev', 'julg', 'aco', 'envolv', 'jos', 'serr', 'milho', 'ning', 'fal', 'cad', 'vej']",0,85,0,0,1
"['vai', 'quer', 'aparec', 'mor', 'vai', 'ger', 'cium']",0,65,0,0,0
"['eta', 'dra', 'carm', 'luc', 'senh', 'saind', 'grand', 'marquet']",0,70,0,0,3
"['depend', 'stf', 'mand', 'solt', 'tod', 'mundo', 'aposentad', 'aind', 'cim']",0,78,0,0,2
"['dev', 'ser', 'aplic', 'etic', 'aristotel', 'sistem', 'pris', 'just', 'med']",0,82,0,0,2
"['presidi', 'lot', 'milho', 'quer', 'entr', 'nel', 'paradox']",0,74,0,0,1
"['molusc', 'vai', 'ach', 'cade', 'superlot', 'pra', 'nao', 'dar', 'pint', 'comec', 'visit', 'outr', 'ant']",1,100,0,0,0
"['mulh', 'faz', 'cad', 'cois']",0,28,0,0,0
"['receb', 'premi', 'agr', 'glob', 'ta', 'ach']",0,59,0,0,0
"['mand', 'mat', 'tud', 'esvazi', 'cel', 'vir', 'heroin', 'nacion']",0,62,0,0,0
"['so', 'falt', 'jud', 'carcam', 'fic', 'lev', 'pra', 'cas', 'lag', 'sul']",1,74,0,0,1
"['gilm', 'mendespsdb', 'vai', 'fic', 'ciumesel', 'quer', 'aparec']",0,81,0,0,3
"['unic', 'compr', 'ena', 'brasil', 'sao', 'pobr', 'band', 'hipocrit', 'hipocrit', 'hipocrit']",0,95,0,0,3
"['corj', 'apo', 'golp', 'so', 'fal', 'merd']",1,41,0,1,0
"['idiot', 'nao', 'faz']",1,33,0,1,0
"['sempr', 'dig', 'mulh', 'fei', 'costum', 'dar', 'problemana', 'ha', 'quas', 'exceca', 'algumat', 'uma', 'cheg', 'presidenc', 'republ', 'dao', 'tant', 'problem', 'vc', 'nao', 'acredit']",1,169,0,1,4
"['excel', 'inici', 'ministr', 'presid', 'carmen', 'luc', 'parab']",0,71,0,0,1
"['velh', 'dev', 'pass', 'menos', 'agir', 'ate', 'agor', 'so', 'convers']",0,68,0,0,0
"['vai', 'saul', 'mim', 'pres', 'esta', 'la', 'sao', 'perig', 'brasil']",0,78,0,0,1
"['neim', 'esquerd', 'gabriel', 'jesu', 'mei', 'mar', 'direit', 'ataqu']",0,81,0,0,1
"['mar', 'k', 'so', 'jog', 'bem', 'ont', 'ja', 'merec', 'seleca']",0,64,7,0,1
"['paulinhafernand', 'camp', 'mes', 'vai', 'deit']",0,53,0,1,2
"['pra', 'nao', 'sab', 'hotel', 'ana', 'hickiman']",0,67,0,0,1
"['brasil', 'dev', 'venc', 'vai', 'ser', 'jog', 'dificil']",0,50,0,0,0
"['x', 'minin', 'man', 'bauz', 'vai', 'vim', 'tod', 'retranc']",0,51,0,0,3
"['enquant', 'sen', 'gast', 'mil', 'decoraca', 'gabinet']",0,63,0,0,1
"['tit', 'nao', 'toc', 'mes', 'vai', 'deit', 'paulinhobrasil', 'x']",0,59,0,1,3
"['gast', 'mil', 'reform', 'gabinet', 'romer', 'juc', 'sacan', 'pov']",0,75,0,1,2
"['vai', 'neym', 'faz', 'gol', 'contr', 'agrad', 'mesy']",0,55,0,0,2
"['rlx', 'neym', 'ja', 'ta', 'bem', 'trein', 'barc', 'so', 'cheg', 'vest', 'uniform']",0,75,0,0,2
"['palm', 'vai', 'ser', 'campea', 'mimim', 'mund']",0,53,0,0,2
"['carl', 'brown', 'ta', 'faz', 'aiv', 'cant', 'babac']",0,68,0,0,3
"['neym', 'far', 'algum', 'falt', 'seleca', 'ausenc', 'melhor']",0,73,0,0,2
"['parec', 'pergunt', 'ridicul', 'glob', 'mei', 'jog']",0,61,0,1,0
"['felip', 'mass', 'ja', 'vai', 'aposent', 'ser', 'dess', 'seleca']",0,60,0,0,2
"['bauz', 'retranc', 'vai', 'bot', 'pra', 'cac', 'neym', 'pod', 'tir', 'print']",0,67,0,0,4
"['mar', 'jog', 'desequilibr', 'qualqu', 'jog']",0,53,0,0,0
"['tom', 'argentin', 'golei', 'fresc']",0,45,0,0,1
"['sao', 'paul', 'ja', 'rebaix']",0,31,0,1,0
"['vam', 'mass', 'atletic', 'lot', 'mineira', 'apoi', 'argentin', 'luc', 'prat']",0,81,0,0,2
"['vam', 'mass', 'atletic', 'lot', 'mineira', 'apo', 'prat']",0,58,0,0,2
"['prat', 'ai', 'lad', 'mes', 'vai', 'deit', 'rol', 'cim', 'seleca', 'fal']",0,79,0,1,2
"['k', 'fal', 'igual', 'comentari', 'idiot']",1,45,8,1,1
"['so', 'pipoc', 'cois', 'apert', 'sempr', 'assim']",0,58,0,0,0
"['pipoc', 'nad', 'excel', 'zagu', 'nao', 'culp']",0,62,0,0,0
"['vam', 'volt', 'ano', 'atr', 'ver', 'fez', 'x']",0,53,0,0,0
"['corinth', 'melhor', 'alun', 'en', 'enemlibert', 'enempaul', 'enembrasileira', 'enemcop', 'brasil']",0,101,0,0,6
"['vir', 'gol']",0,19,0,0,1
"['nasc', 'ser', 'jamal', 'ser', 'juni', 'baian']",0,53,0,0,1
"['ta', 'jog', 'bem', 'seleca', 'nao', 'chanc', 'thiag', 'silv', 'marq', 'mirand', 'sao', 'melhor']",0,101,0,0,3
"['jog', 'psg', 'decresc', 'carr']",0,39,0,0,2
"['boa', 'dav', 'luiz', 'deu', 'cert', 'com', 'camis', 'chelse', 'psg', 'nao', 'pra']",0,89,0,0,2
"['compensaca', 'vez', 'lev']",0,39,0,0,1
"['glob', 'inici', 'lobby', 'retorn', 'seleca']",0,59,0,0,1
"['david', 'luiz', 'agor', 'gol', 'pra', 'ter', 'record', 'pessoal', 'menos', 'vaz']",0,68,0,0,1
"['aqu', 'tom', 'jog', 'so', 'car', 'ruim']",0,48,0,0,0
"['possu', 'outr', 'record', 'tom', 'gol', 'jog']",0,49,0,0,1
"['cahil', 'aind', 'pesadel', 'emerson', 'sheik', 'paol', 'guerer']",0,63,0,0,3
"['so', 'vai', 'igual', 'record', 'pessoal', 'fic', 'set', 'jog', 'lev', 'gol']",0,76,0,0,1
['jog'],0,12,0,0,0
"['fam', 'torc', 'cr', 'real', 'madrid', 'sao', 'pi', 'rac', 'nojent']",0,73,0,1,1
"['melhor', 'mund']",0,17,0,0,0
"['apel', 'nao', 'comp', 'qualqu', 'jog', 'facil']",0,53,0,0,0
"['melhor', 'mund', 'mes', 'aceit', 'fat', 'ronaldet']",0,56,0,0,2
"['mod', 'rival', 'sao', 'excel', 'jog', 'pront']",0,64,0,0,1
"['daniel', 'lim', 'nao', 'rival', 'verdademes', 'acim', 'tod', 'futebol', 'atual']",0,84,0,0,1
"['k', 'pep', 'tbm', 'ganh', 'fez', 'cr', 'man']",0,69,26,0,2
"['moral', 'ser', 'louc', 'diz', 'cr', 'melhor', 'mes', 'favor', 'velh']",0,76,0,0,2
"['man', 'boa', 'mes', 'ja', 'eleit', 'melhor', 'outr', 'tim', 'segu', 'criteri', 'pel', 'georg', 'best', 'maldin', 'iniest', 'garinch', 'muit', 'outr', 'sao', 'um', 'bost', 'poi', 'cit', 'nunc', 'outr', 'tim', 'algunsmaldin', 'iniest', 'nunc', 'cheg', 'jog', 'outr', 'club', 'pel', 'jog', 'ano', 'sant', 'ning', 'diss', 'nad']",0,347,0,1,7
"['man', 'boangelim', 'volt', 'pro', 'vide', 'gam', 'rapaz', 'car', 'fal', 'mes', 'ja', 'eleit', 'melhor', 'outr', 'tim', 'acas', 'pel', 'consider', 'melhor', 'outr', 'cosm', 'ja', 'final', 'carr', 'nao', 'exist', 'prov', 'outr', 'club', 'segu', 'logic', 'iniest', 'bost', 'segund', 'voc']",0,320,0,1,3
"['isaqu', 'nao', 'fac', 'tont', 'chor', 'menos', 'lionet']",0,53,0,0,2
"['man', 'boa', 'sab', 'ronaldet', 'nao', 'argument']",0,58,0,0,1
"['man', 'boa', 'boa', 'mesmoman', 'boan', 'boa', 'manom']",0,60,0,0,3
"['cr', 'ja', 'ganh', 'cop', 'amer', 'nao', 'juli', 'bapt', 'sim', 'k', 'to', 'aqu', 'so', 'pra', 'zu', 'k']",0,91,9,0,2
"['so', 'pergunt', 'real', 'madr', 'barcel', 'estrang']",0,76,0,0,1
"['grand', 'club', 'afinal', 'sempr', 'jog', 'nacion', 'fiz', 'hist']",0,86,0,0,0
"['so', 'corrig', 'europ', 'estrang']",0,56,0,0,0
"['rio', 'sao', 'paul', 'rio', 'grand', 'sul', 'min', 'geral', 'grand']",0,81,0,1,0
"['pel', 'nunc', 'vai', 'ser', 'melhor', 'q', 'car']",0,39,0,0,0
"['k', 'tuli', 'nao', 'cont', 'ate', 'gol', 'asfalt']",0,61,12,0,2
"['falt', 'pra', 'cheg', 'mai', 'artilh', 'tod', 'grand', 'geni', 'are', 'romari']",0,84,0,0,1
"['videogam', 'igual', 'fa', 'alien', 'k']",0,58,14,0,0
"['car', 'fod']",0,17,0,1,0
"['enquant', 'palm', 'continu', 'mund']",0,48,0,0,0
"['discurs', 'cristi', 'declar', 'sec', 'net']",0,54,0,0,1
"['so', 'ocul', 'dev', 'pra', 'compr', 'apart']",0,54,0,0,0
"['enquant', 'tim', 'contrat', 'marcel', 'cirin', 'ano', 'damia', 'ano', 'mei']",0,83,0,0,3
"['gol', 'jog', 'ofic', 'med', 'melhor', 'mund']",0,52,0,0,1
"['dev', 'ganh', 'premi', 'fif', 'melhor', 'tempor']",0,53,0,0,1
"['fic', 'mont', 'moc', 'brig', 'mes', 'cr', 'vir', 'hom']",0,65,0,0,2
"['vai', 'ter', 'ped', 'dic', 'pro', 'ze', 'pd', 'jog', 'ate']",0,56,0,0,1
['romariogtronaldogtzidanegtmessigtronaldinhogtcr'],0,49,0,0,0
"['vao', 'ter', 'renov', 'contrat', 'sergi', 'ram', 'ate', 'tbm']",0,57,0,0,1
"['mes', 'cristi', 'vao', 'dorm', 'hoj', 'preocup', 'vc', 'ach', 'tont']",0,86,0,0,2
"['ja', 'nao', 'ta', 'jog', 'nad', 'hj', 'diaimagin']",0,50,0,0,2
"['nao', 'ta', 'jog', 'nad', 'hoj', 'imagin', 'vai', 'ta', 'nivel', 'alecgol']",0,71,0,0,1
"['lind', 'moc', 'ocul']",0,40,0,0,1
"['ser', 'tamb', 'cinc', 'ano', 'propagand', 'cle', 'men', 'k']",0,77,5,0,0
"['sai', 'armari', 'mesm', 'veloc', 'baix', 'qual', 'futebol']",0,73,0,0,0
"['contrat', 'ano', 'club', 'sao', 'louc', 'ano', 'max']",0,59,0,0,0
"['real', 'madrid', 'ta', 'doid', 'car', 'empurr', 'bol', 'baix', 'trav', 'conseg']",0,87,0,1,0
"['tempor', 'ral', 'titul', 'k', 'mes', 'ano', 'barc', 'titul']",0,82,10,0,1
"['titul', 'send', 'um', 'trof', 'joan', 'gamp', 'amist', 'bel', 'gal']",0,76,0,0,1
"['man', 'boa', 'ivo', 'holand', 'sao', 'titul', 'joan', 'gamp']",0,56,0,0,2
"['man', 'boa', 'valdeny', 'cois', 'nao', 'funcion', 'mund', 'nao']",0,73,0,0,1
"['nao', 'nenhum', 'penalt', 'pro', 'inutil', 'penald', 'bat', 'ahhh', 'pox', 'juiza']",0,73,0,0,4
"['man', 'boa', 'quas', 'faz', 'hatrick', 'solang', 'so', 'falt', 'penaltil']",0,71,0,0,1
"['atr', 'so', 'rob', 'fred', 'campeo', 'cop', 'brasil']",0,59,0,0,2
"['bom', 'jog', 'dar', 'bom', 'reserv', 'fernand', 'fla']",0,60,0,0,2
"['car', 'jog', 'trans', 'bum', 'bum']",1,45,0,0,0
"['enta', 'vam', 'som', 'asistenc', 'ver', 'ganha', 'doi', 'sao', 'otim', 'mes', 'melhor']",0,92,0,0,4
"['daqu', 'pouc', 'vem', 'fal', 'titul', 'seleca']",0,49,0,0,1
"['moment', 'nao', 'melhor', 'jog', 'facil']",0,60,0,0,0
"['pi', 'sup', 'engrac', 'ja', 'pens', 'faz', 'test', 'pro', 'zorr', 'total']",0,68,0,0,1
"['concord', 'cent']",0,21,0,0,0
"['comentari', 'bost', 'dev', 'acompanh', 'futebol', 'europ', 'pra', 'faz', 'comentari', 'dess']",1,104,0,1,2
"['bom', 'jog', 'nunc', 'jog', 'oq', 'marcel', 'carioc', 'jog', 'tod', 'poder', 'tima', 'chor', 'antil']",0,97,0,0,6
"['vc', 'com', 'bost', 'pra', 'fal', 'asn', 'dess']",1,43,0,1,0
"['bianc', 'ronaldet', 'dao', 'noj', 'rac', 'nojent']",1,50,0,2,2
"['lug', 'mulh', 'pia', 'foga', 'cam']",1,39,0,0,1
"['ezequiel', 'lug', 'mulh', 'aond', 'bem', 'entend', 'doeu', 'tod', 'pq', 'fal', 'verdad', 'sobr', 'idoi', 'machlst', 'gay', 'chor', 'nao']",1,129,0,1,3
"['vai', 'lav', 'louc', 'don']",1,22,0,0,0
"['cr', 'ganh', 'tud', 'mes', 'nao', 'ganh', 'chor']",0,79,0,0,2
"['voc', 'sab', 'fal', 'man', 'voc', 'sab', 'chut', 'bol', 'entend', 'nad', 'futebol', 'crforev']",0,95,0,0,1
"['gerald', 'gal', 'vam', 'protest', 'amig', 'vam', 'invad', 'ct', 'quebr', 'tud']",0,76,0,0,2
"['mar', 'cio', 'louc', 'mar']",1,36,0,0,0
"['mar', 'trem', 'pro', 'gal', 'borr', 'pro', 'argentin', 'fat']",0,54,0,0,0
"['mar', 'vist', 'biquin', 'hoj', 'vou', 'us', 'princes']",1,59,0,0,0
"['par', 'vexam', 'gent', 'deix', 'car', 'lad']",0,52,0,0,0
"['ui', 'nof', 'lind', 'fof', 'gala', 'mar', 'ne', 'amig', 'rajkazblank']",1,73,0,0,3
"['saudad', 'otamend', 'gabriel', 'dupl', 'zag', 'sensac']",0,72,0,0,2
"['dor', 'cotovel', 'mar', 'azuil', 'boradeirasador', 'pagin', 'gal']",0,69,0,0,1
"['pont', 'corr', 'nao', 'apaga', 'refle', 'pra', 'esfri', 'adversari', 'rajkazblank']",0,86,0,0,2
"['pont', 'corr', 'nao', 'jog', 'adversari', 'escorreg', 'gol', 'escancar', 'rajkazblank']",0,96,0,0,2
"['pont', 'corr', 'grit', 'acredit', 'nao', 'col', 'rajkazblank']",0,69,0,0,2
"['pont', 'corr', 'nao', 'disput', 'penalty', 'rajkazblank']",0,61,0,0,1
"['pont', 'corr', 'nao', 'riasc', 'pra', 'err', 'penalty', 'segund', 'temp', 'rajkazblank']",0,90,0,0,2
"['anelkoc', 'ate', 'hj', 'mar', 'nao', 'argentin', 'nao', 'viu', 'tod', 'sab', 'q', 'mar', 'borr', 'pro', 'argentin']",0,108,0,0,2
"['pen', 'riasc', 'nao', 'argentinot', 'marc', 'hist', 'doi', 'moment', 'marcantesk']",0,95,5,0,3
"['mar', 'detected', 'vai', 'beijarumsacow']",1,34,0,0,2
"['mar', 'cio', 'pres', 'predilet', 'vou', 'esbanj', 'devoral']",0,71,0,0,2
"['forc', 'peruc', 'gal', 'rac', 'rob', 'rac', 'prat', 'rac', 'caz', 'vam', 'jog', 'am', 'camis']",0,91,0,1,2
"['concord', 'part', 'ter', 'sombr', 'pro', 'viz', 'nao', 'acomod', 'igual', 'jorg']",0,82,0,0,1
"['nao', 'ach', 'nad', 'demal', 'ness', 'cuev', 'so', 'faz', 'gol', 'penalty']",0,56,0,0,1
"['junt', 'tod', 'pont', 'fla', 'nao', 'cuev']",0,50,0,0,2
"['flameng', 'motivaca', 'nenhum', 'met', 'x', 'sant']",0,52,0,0,1
"['quer', 'tim', 'pra', 'ganh', 'titul', 'nao', 'pra', 'fic', 'mei', 'tabel', 'nov']",0,84,0,0,0
"['ue', 'che', 'voc', 'sent']",0,56,0,0,0
"['viz', 'convoc', 'frenqu', 'seleca', 'sub', 'ia', 'ser', 'centroav', 'cirin']",0,88,0,0,5
"['dev', 'fic', 'damia', 'sair', 'inutil', 'guerer', 'chora']",0,59,0,0,3
"['ze', 'burr', 'car', 'empresari', 'corr', 'solt', 'muit', 'gran', 'envolv']",0,76,0,1,1
"['tb', 'acomod', 'pouc', 'pod', 'reves', 'rodney']",0,70,0,0,2
"['perfeit', 'garot', 'bas', 'sao', 'melhor', 'jog', 'cit']",0,70,0,0,0
"['rogeri', 'tod', 'ant', 'nao', 'coloc', 'pra', 'jog']",0,57,0,0,1
"['vai', 'tom', 'remedi', 'velh', 'gag', 'k', 'sv']",1,42,0,0,1
"['tecn', 'bom', 'tim', 'ruim']",0,36,0,0,0
"['complic', 'coloc', 'cirin', 'gabriel', 'atac', 'nao', 'sab', 'chut', 'nao', 'faz', 'gol']",0,82,0,0,1
"['cariacica', 'aind', 'melhor', 'bot', 'jog', 'contr', 'sant', 'cox', 'la']",0,72,0,0,1
"['corret', 'adri', 'adryan', 'melhor', 'q', 'cirin', 'gabriel', 'fernand', 'etc']",0,67,0,0,4
"['sant', 'tod', 'lanc', 'doi', 'garot', 'porqu', 'flameng', 'nao', 'faz']",0,69,0,0,0
"['porqu', 'meng', 'so', 'vc', 'pens', 'fal', 'grand']",0,59,0,0,1
"['ze', 'vai', 'cuid', 'titul', 'jog', 'mex', 'mal']",0,47,0,0,0
"['car', 'coloc', 'chiq', 'cirin', 'gabriel', 'jog', 'nao', 'pod', 'ser', 'norm']",0,85,0,0,2
"['poi', 'nao', 'peidod', 'mont', 'elenc', 'enta', 'nao', 'vam', 'pord', 'car']",0,94,0,1,2
"['elenc', 'grand', 'pouquis', 'qual']",0,43,0,0,1
"['abel', 'brag', 'ano', 'vem', 'pra', 'disput', 'libert', 'mand', 'gabriel', 'cia', 'emb']",0,82,0,0,1
"['voc', 'nao', 'pod', 'est', 'fal', 'seri']",0,35,0,0,0
"['thiag', 'sant', 'eh', 'melhor', 'q', 'gabriel', 'fernand', 'cirin', 'junt', 'pq', 'garor', 'n', 'jog']",0,82,0,0,4
"['coloc', 'molequ', 'carioc', 'pra', 'peg', 'experienc']",0,53,0,1,1
"['ze', 'ricard', 'tecn', 'libert', 'entreg', 'vez', 'titul', 'palm']",0,94,0,0,0
"['demor', 'so', 'dig']",0,23,0,0,0
"['ze', 'ricard', 'doid', 'tim', 'empat', 'perd', 'continu', 'gabriel', 'so', 'pod', 'ser', 'cas', 'am']",0,99,0,1,0
"['bas', 'ze', 'nao', 'vez', 'so', 'jog', 'la', 'medalha', 'jog', 'empresari', 'poli', 'dinh', 'bols']",0,98,0,0,2
"['nao', 'possi', 'car', 'va', 'continu', 'com', 'tim']",0,69,0,0,0
"['ze', 'continu', 'nao', 'vam', 'ganh', 'nada', 'hor', 'decis', 'sempr', 'err']",0,69,0,0,1
"['ze', 'ricard', 'nao', 'sab', 'avali', 'jog', 'profiss', 'q', 'esta', 'dir', 'bas']",0,92,0,0,0
"['verdad', 'nao', 'sab', 'escal', 'mal', 'substitu', 'pi', 'aind', 'culp', 'perd', 'titul']",0,92,0,0,0
"['culp', 'perd', 'titul', 'brig', 'titul', 'k', 'via', 'entend']",0,83,2,0,0
"['pref', 'us', 'damia', 'viz', 'comentari']",0,54,0,0,2
"['trist', 've', 'viz', 'banc', 'enquant', 'bost', 'lerd', 'titul', 'numer', 'nao', 'ment', 'flameng', 'menga', 'meng']",1,134,0,1,4
"['vol', 'bas', 'am', 'deu', 'lug', 'marci', 'araujopel', 'am']",0,77,0,0,2
"['melhor', 'nw', 'melhor', 'ronald', 'vol', 'later', 'jog']",0,80,0,0,2
"['ze', 'ricard', 'ta', 'brinc', 'culp', 'dess', 'man', 'tod', 'jog', 'tim', 'difer', 'fanfara']",0,93,0,0,2
"['gigant', 'nao', 'ganh', 'nacion', 'anost', 'sacan', 'ne']",0,61,0,1,1
"['tant', 'fal', 'che', 'perd', 'olfat']",0,54,0,0,1
"['ze', 'ricard', 'vc', 'burr']",1,23,0,1,0
"['flameng', 'vai', 'assum', 'pont', 'dem', 'volt', 'jog', 'marac']",0,71,0,0,1
"['assin', 'molamb', 'ilud', 'k', 'sv']",1,34,0,0,2
"['cai', 'real', 'vascain', 'segund', 'segund', 'k']",0,53,8,0,1
"['juiz', 'doi', 'bande', 'garant', 'roub', 'esta', 'acert', 'pra']",0,85,0,0,0
"['adri', 'imper', 'wagn', 'lov', 'ronald', 'fabi', 'luci']",0,76,0,0,5
"['muit', 'jog', 'condicion', 'fisic', 'pra', 'disput', 'brasileira', 'deu', 'niss']",0,83,0,0,1
"['nao', 'contrat', 'medalha', 'flameng', 'so', 'gast', 'gast', 'tend', 'garot', 'bas']",0,83,0,0,1
"['gast', 'cuel', 'errad', 'dav', 'pra', 'ter', 'compr', 'cuev']",0,68,0,0,2
"['sant', 'k', 'torcid', 'cab', 'komb', 'k']",0,74,34,0,2
"['car', 'gab', 'ser', 'segund', 'eh', 'pra', 'nao', 'nad', 'ser', 'segund', 'algum', 'cois', 'ja']",0,89,0,0,0
"['juiz', 'dad', 'penalt', 'cuiab', 'bost', 'nao', 'est', 'fal', 'assim']",1,81,0,1,1
"['so', 'ganh', 'roub', 'sena', 'cheira', 'f', 'z', 's']",0,55,0,0,1
"['xozot', 'mae']",1,20,0,0,1
"['pad', 'flameng', 'vend', 'sonh', 'ja', 'acab', 'so', 'rest', 'pao']",0,73,0,0,0
"['fl', 'r', 'd', 'vai', 'aproveit', 'juiz', 'bande', 'profiss']",1,75,0,0,1
"['stjdacord', 'pagin', 'rubr', 'negras', 'vice']",0,49,0,0,3
"['dig', 'quis', 'cop', 'opg', 'so', 'arbitr', 'sao', 'promess', 'k', 'sv']",0,88,0,0,3
"['garot', 'rubr', 'negr', 'mand', 'lembranc', 'dentr', 'cas', 'k']",0,75,0,0,1
"['vit', 'nastar', 'voc', 'cabec', 'chei', 'k', 'imagin', 'k']",0,100,38,0,1
