text,hate_speech
Começou gente!!!! Assista por aqui >>> https://t.co/3h24XnSMhN https://t.co/5fLQVuQHnf,0
RT @padre_paulo: O Abortoduto: https://t.co/4uHj85wUcu #HojeAoVivo #PadrePauloRicardo #Urgente #AbortoNão,0
"Parabéns senhoras de verdade
A mulher inteligente faz histórias verdadeiras de suas peças
Sua mulher burra, sua _ https://t.co/Nrw8KkpUpq",1
Você não será sexista se for mulher e bater em uma feminista https://t.co/jzavkOawBL,1
'Rosanabandida esquerdista e fedorenta',1
RT @samara_mercia: @Curate_Angola mas um simples boneco não vai interferir na educação de uma criança. Sem esquecer q existem crianças q sã _,0
"Acima de tudo, uma vitória esmagadora da classe https://t.co/s9lvC87ILS",0
"Deve ter sido duro para os jornalistas esquerdistas da @bbcbrasil publicarem isso
A ficha caiu? 
Descobriram agora _ https://t.co/WTuqIatTx4",0
@EditoraHumanas @caiocoimbra @catracalivre e chamei um amigo dos catracadaportras para te ajudar,1
a cota de negro aumentou nesse BBB né,1
O Jorge Jesus acusou mesmo o regresso do Kelvin ao Porto,0
por que eu não posso chamar ele de PRETO se ele me chama de BRANQUELO AZEDO,1
Direto do front e contra toda a idiocracia que se criou ante nós! Aqui quem fala é mais um sobrevivente.,0
Internet 2017: Um negro a chamar ironicamente sua namorada de 'preta' virou motivo para o movimento negro pautar e _ https://t.co/3TdJvRQ0GD,1
"Puffs de merda, eles se jogam em tudo que se move.",1
"""Por que este VAGAZBUNDAFILzHA DAPUzTA não oferece CzUPROCAPzETA?""",1
@beckttx @spacelerman ELA EH SAPATAO EH LARISSA PLAY IDEIA GO Q ELA ESTÁ ENCANTADA,1
"TOME VERGONHA!! ganha 12-13 salarios, todos os privilégios e fala em greve. E se parar de trabalhar ainda tem 1 mil _ https://t.co/JvttuJWazc",0
Me reuni com @RepCummings hoje na @WhiteHouse (Casa Branca). Ótima conversa!,0
"O futebol ""politicamente correto"" e ""profissional"" de hoje não é negócio de um homem de verdade ... é maricas ... o futebol deve ser derrotado",1
Ter cabelo curto é uma desgraça se você é sempre feio e grosso,1
'TEM QUE CONGELAR E O SALARIO DOS POLITICOS POIS  SAO NEFASTOS  PARA A NACAO',0
RT @jmpub: Pronto! Já está escolhido o candidato.. Imagem do presidente do partido.. Lol https://t.co/Wws2zBEjYa,0
'Maria a détecté Vai BeijarumsacoW',1
"Você que adora alfinetar os amigos homens falando de famosos lindos. Lembre-se que eles não pegariam você, se a conhecessem.",1
"RT @bieberlandia: fato 44: se você é uma menina e um menino já te chamou de gorda ou feia, você fingiu não se importar mas chorou antes do _",1
"Argumentos:
- cristãos são os maiores perseguidores de religiosos.
- ninguém se importa com sua idéia
- você é luná _ https://t.co/Zraw9jBvZ0",0
"outra ""Jênia"" que acha que a violência contra a mulher no Brasil se dá pelo fato do país ser de maioria cristã, e n _ https://t.co/ELJBzzBFVu",1
'Ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk',1
'Flamerdas você tem palco Então não há PINICO próprio kkkkkkkkkkkkkkkkkkkkkkk',1
@PolitzOficial tem certeza ou que terrorista se apresenta como refugiado,1
'MarcosVc nao cansa de ser estupido SabeAte para ser mau carater tem limites Vcs foram varridos por serem incompetentes corruptos e genocidas canalhs',1
"Forró que ouvi ontem: ""O homem que não chamar mulher pra dançar agarradinho é boiola e a mulher que não aceitar é sapatão""",1
"Afinal a Constituição da República feita por estes senhores, serve para quê? É para ser violada?
https://t.co/JuaODQaZmS",0
só nao pode ser gorda e feia,1
@pensaporti @pedrotmota Acho que a irmã da minha namorada está a falar contigo,0
Adoro estes católicos que se lembram da bíblia e Deus quando é para serem homofóbicos mas depois só o Islão é que é religião de violência,0
"Isso é o que a França conseguiu sendo "" fraterna e solidária ""... Porque refugiados não vão para Arábia saudita.. I _ https://t.co/Jwm0qImicq",1
"'Com esses trabalhos, a franginha vai ser recolhida noi'",1
"RTGABRIELPlNHEIRO: Nem todos os transexuais são estupradores, mas sim, não vamos deixar meninas sozinhas com caras em banheiras https: //t.co_",1
"Nos primeiros 30min da Red Carpet só vemos a malta que ninguém se lembra quem é.
Ou como se diz em Portugal, ""vencedores do Ídolos""
#Oscars",0
"@amora_inlove Own gata, depende só de mim não.. nem dela.. mas, vamos ver o que o futuro nos reserva... E tu? és solteira???",0
Com marido Jofran Alves passeando na #FeirinhaDoLargoDaOrdem. ..Me apropriei da cultura _ https://t.co/ttn4EtsuMp,0
'isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu',1
"Se você está sempre feio e gordo, ter cabelo curto é uma pena",1
Vale a pena ler esse texto. Ronaldo Laranjeiras é show.... https://t.co/Xt7bs6Y5jA,0
Devemos iniciar uma investigação sobre o @SenSchumer e seus elos com a Rússia e Putin. Um total hipócrita! https://t.co/eiRSqae0io,0
'JOao Ostral um idiota assumido Que beleza ',1
"RT @calabresadani: Num mundo com tanta dor,violência e injustiça, me orgulho por ter um marido e tantos amigos talentosos q se esforçam p f _",0
Obrigado por todos os elogios na Conferência de Imprensa ontem. Rush Limbaugh disse que foi uma das melhores. E a m _ https://t.co/ciHsjyqcVf,0
água sendo importante é maricas. Cerveja é importante!,1
'O Brasil esta em crise Precisamos adotar cortes de gastos na populacao e aumentos de salarios para juizes edeputados E tao simples de entender isso ',0
RT @lauraamansur: @direitafalando eu choro de rir,0
"RT @jpintocoelho60: Vivemos no totalitarismo do pensamento único dos donos da ""liberdade"". Só o #PNR enfrenta e denuncia a ""besta"".
https:/ _",0
@CapitalismoOP eu gritei aqui quando vi HAHAHAHAHAHAHA,0
descobri q sou sapatao mesmo,1
@ killercookie77 Ele é um sapato? Só estou perguntando por que coloco no meu tcc?,1
'outro sem um mundo bi b verde caracol kkkkk',1
"""Mortadelas nunca entende nada KKK""",1
Dizer uma frase idiota de efeito e não refutar nada só prova o quanto voce é alienada! https://t.co/Pq5xwJyFEU,0
"""Eles estão todos amaldiçoados. Espero que morram logo e sofram.""",1
gabrisinhasLeoLimaDuarte Você acha que o racismo é culpa dos negros?,1
Você vai botar seus ovos do mal,1
'psicopata você é louco',1
"ACEITE OS CHIFRES
#JoaquinResponde https://t.co/2wOKNG11RS",0
"Por um mundo com mais:
#MeuAmigoSecreto
#NãoÀCulturaDoEstupro
#FeminicídioNão
#NenhumaAMenos
Celebremos o #DiaInternacionaldaMulher.",0
Da série: Imagina se fosse o contrário? Vai daí seu racista! @reidopudim https://t.co/YxNOJHfOjd,0
"RT @DanTeiixeira: @HumorNegroo Não apague, eu sou do Nordeste e sempre dei por certo, não vejo motivo para tanta revolta!",1
"@homemdeverdade pega forte na cintura da sua fêmea, essa coisa de delicadeza nessas horas é desses Jonnys Manés Citricos bunda mole!",1
LEVE PARA O PUTEIRO SE ENTRAR POR ESSE CAMINHO POR MEIO LOL MR. ELE NUNCA SERÁ UM AVÔ. BOA SORTE. #JoaquinResponde https://t.co/wLGmY4Tg1D,1
'O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano',1
'Tudo o que defendo aqui e o imperio das leis e TODOS e note que sempre grifo o todos paguem pelos seus mal feitos O que nao tolero e a hipocrisia e as mentiras descabidas da esquerda incluo o PSDB que para mim e muito a esquerda E entendo intolerante esses esquerda lha defendendo os bandidos de estimacao mas atacando os outros que sao pequenas causas Hipocrisia aqui nao',0
"Carmen Lucia sussurra: ""Socorro, me tirem daqui"" https://t.co/dEZD4yjpfV",0
"Totalitários, cobardes-queixinhas! Nojento @sosracismo vive dos nossos impostos e é racista anti-nacional e branco.
https://t.co/QQ1JXNk5uJ",0
Ser liga tem mulher que ser faz de burra ,1
'APRENDA A ESCREVER A SUA PRIMEIRA HISTÓRIA',1
'Bruno cria um cérebro e pensa',1
"Minha filha de 14 anos está sofrendo bullying. Sofre desde os 8 anos. Pq tem cabelo de preto, pq é gorda, pq é feia... Pessoas, parem.",1
Meu quarto é só sapatos e névoa,1
RT @CapitalismoOP: #SerMulherÉ ter cromossomos xx e não ter uma rola no meio das pernas,1
"Top 3 filmes de terror:
Centopeia Humana 3
A Serbian Film
O Albergue 2",0
'Entao ministra mais um motivo para instalar a pena de morte',0
"@videmc 
Da negra mãe não só Ossaim Vem de Alaketú, Jêje e Angola Na cura o desejo mais puro Fé no futuro vai minha escola
Segura ai óh",0
'AS RUBRONECAS PIIIIIIIIRA COM CHEIRO DE BOMBA DE PORCO',1
Cadê a caridade muçulmana? Emirados Árabes não recebem refugiados?,0
o brasil em crise e esse drogados só querem saber de droga https://t.co/9DVO4wngQA,0
"Essa pistoleira, agora está inventando que é íntima de 3 ministros do #STF , e amiga íntima do Janot, além de... https://t.co/7uzI9gte7V",0
Viaduto Q do romantismo. Ele estava comendo a bunda dela https://t.co/bBhrnSMJ6E,1
"@rbrochrdt dia da mulher, não tome cuidado com o burro",1
"@ruandismo não, só me chama de sapatão as vezes",1
RT @Silvio_MKT: Esse vigarista sujo mantém um homem íntegro como @jairbolsonaro como réu de um crime que não cometeu e liberta um juiz que _,0
"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _ https://t.co/j7y5THFNMK",0
'Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado',0
"Bagunceiros profissionais, bandidos e manifs. pagos mostram que os milhões que votaram PRA TORNAR A AMÉRICA GRANDE NOVAMENTE estavam certos.",0
"Malta de Lousada e arredores,hoje vou estar no Will's Rock Club com o Rui Xará para uma noite de humor calminho, pa _ https://t.co/ng0SUTDCM9",0
Você está sendo intimidado,1
as forças malignas da esquerda estão tentando dominar minha mente O QUE TA ACONTECENDO,0
Paulo Cruz tem razão! https://t.co/r4dg6rMFks,0
'mais um sem mundial bi da b lesma verde  kkkkk',1
@BiaArantes_real juro que eu ia comer achando que era chocolate branco  Socorro ,0
"'Mesmo com o grande Flemingista ele gosta e a divisão de ladrões de duas décadas não acontece se for dividida corretamente ou com precisão, mas está certa.'",1
"Pra Temer, contribuição das mulheres à economia é analisar preço de supermercado e ser responsável pelo orçamento d _ https://t.co/WwcT1T7mh9",0
Decididamente o Marques Mendes está a perder qualidades. Já nem a presença dos radares da PSP consegue adivinhar. SAD...,0
"Por @rpsantos1970
@antoniocostapm, o Australopithecus dos tempos modernos!
https://t.co/i75yH7noNS
#Portugal #PNR https://t.co/njhSoO4cWR",0
pelo fim da corrupção eu voto SIM,0
"@betocesarjr pode ser feia, pode ser gorda... só não pode ser feia é gorda.",1
"É ""caminhão que atropela"" e outras abobrinhas que a mídia solta... mídia suja, comprada, sem credibilidade nenhuma! https://t.co/5fLrJ7k0yt",0
"RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale",1
"""estragando a paisagem""",1
Abaixo estão apenas alguns exemplos de manifestações a favor do direito ao orgulho imediato.,1
"Eles protestaram, temos o direito de nos expressar. Hoje é o dia dos fogos de artifício!",1
RT @PastorMalafaia: Gayzada está nervosa aqui kkkkkk,1
"UMA GERAÇÃO DE JOVENS QUE AO INVÉS DE ESTAR BEBENDO, BRIGANDO, JOGANDO BOLA E VENDO MULHER PELADA...
PASSA O SÁBADO NO CBLOL
7X1 FOI POUCO",1
"Aí não é """"suspeito"""", né seus VAGABUNDOS!?!! É ""comprovado"". 
Mas se for bandido ATIRANDO contra PM em carro ROUB _ https://t.co/aj3PkB9oBH",0
Um bom bandido é um bandido que é dilacerado por dinossauros,1
dessa vez sem piadas de humor negro com Santa Maria - RS.,0
'Meigos eles sao mas cheiroso nao Fedem a Urubu',1
"Contra todos os ataques à #Nação, à #Identidade e à #Família, só o Nacionalismo é solução.
Os ventos são de mudança! https://t.co/4p1TApSNaJ",0
"""Desabafar""",1
"#Feminista drogada, baby até você cair e sair com um cara que conheci há dois minutos, usuário de drogas, aí você quer reclamar de assédio ...",1
RT @garbengui: @Curate_Angola acho que não é a forma mais adequada para ensinar as crianças sobre este tipo de relacionamento.,0
@pedrinhu_tecix famoso bigodinho do hitler,0
'coloque algo no seu short',1
RT @newdoppelganger: @Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _,0
"E os países acolhem refugiados. Você tem que gastar dinheiro para ajudar essas pessoas em seu país. Infelizmente, este gene _ https://t.co/C8jiZEEIfV",1
@felipefepacivil  kkkkkkkkkkkkkkk  a abelha sempre voltaaaa  rsrs,0
'Essa idiota nao tem o que fazer',1
"""Foginho tem Conmebosta kkkkk""",1
Este é o 1º País do Mundo a proibir o islão e a fechar mesquitas https://t.co/tzf7IOTfFN,0
"RT @MiroG_666: Os meus irmãos quando assistem bonecos, muitas das vezes querem ser aquilo que o boneco é. Respeito, mas não sou a favor! ht _",0
onde estão as FEMINISTAS ??? https://t.co/xEVjoZie3h,0
'gigante que nao ganha um nacional a  anosta de sacanagem ne',0
"COMO VOTEI PSDC 27 EYMAEL, O DEMOCRATA CRISTÃO, (ZERO CITAÇÕES NA LAVA JATO) ESTOU COM A CONSCIÊNCIA TRANQUILA. SOU UM EXEMPLO DE DIGNIDADE.",0
"Nós G1 com preconceito
Dizendo que as mulheres não podem fazer procedimentos complexos?
0 respostas 0 retweets 0 curtidas",1
E ele continuou os 8 anos que deu ao menino. Isso é chamado de sucção! https://t.co/4kFCMXJCSJ,1
ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,0
"@ 5gu @caiquepala AAAA, maldito gordo.",1
O campeonato estadual encaixa o azul na gordura (não chega para nada) e me dá uma singularidade única nos clássicos. Khedira jogando na área ...,1
"RT @flaviomorgen: Quantos robôs da Pepper precisaram para as tags pró-PT, enquanto o povão honesto e trabalhador meteu um #BolsonaroPreside _",0
Há um incrível espírito de otimismo se espalhando pelo país agora—_estamos trazendo de volta os EMPREGOS! Assista: _ https://t.co/pgdC1oFGSX,0
"A menina acorda às 6, vai pro trabalho, sai às 18, vai pra faculdade, chega em casa às 11, qdo ela vencer na vida, foi graças ao feminismo",0
RT @GABRIELPlNHEIRO: @Estadao Esse padre já foi acusado de pedofilia e pagou a família da vítima,0
"Peço desculpa malta,mas hoje não consegui chegar a tempo ao estádio para fazer o ritual de início de jogo.
Estou a chegar pra darmos a volta",0
Por que não mandar refugiados para o inferno em vez de mandá-los para a Europa ???,1
"RT @rpsantos1970: Cúpula do @PNR reunida em #Cantanhede.
Organização interna: estratégia, dinamismo e preparação de acções a curto e médio _",0
RT @CarlosBolsonaro: Há algo sonso e canalha no ar quando PSDBistas resolvem criticar Bolsonaro por posicionamento q o mesmo PSDB teve. Iss _,0
Iiiih sapatão sinistra kkkkkkkkkkkkkkkk,1
"@ Nath_santos20 - feia, você está amamentando, gorda como uma safra ..",1
"Pra @SpOAB advogado ameaçar um Juiz de morte = suave, de boa! Nenhum A.
Fazer piada contra o feminismo = é crime. _ https://t.co/po0H7aTXXO",0
VÃO TOMAR NO CU TODOS VOCÊS! https://t.co/AVb2bMjMGR,0
'Entao vamos somar as assistencias para ver quem ganhaOs dois sao otimos mas Messi e melhor',0
Ficar definindo significado em tatuagem é coisa de mulheres e tcholas,1
quando é que a dilma cai pra eu poder viajar pra miami de nv?,0
#observador Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita _ https://t.co/TmjEC69oSt,0
"Alcança a mina e diz:
-O jeito que seu pai é o diabo ??
-Não por que ???
Porque você é a visão do inferno.",1
'Insira o kit no seu corte',1
RT @ForteMulher: O que você precisa é não precisar de ninguém.,0
Cebolinha é PSOL https://t.co/GU7cPKA4LI,0
RT @OdeCarvalho: 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _,0
"Eu estava pensando aqui e cara, que tal uma garota / mulher estúpida",1
"Estamos todos refugiados em pessoas que não somos!
“Consumismo é o ato de comprar o que você não precisas, com o... https://t.co/PQRBru4VHe",0
Aqui no Brasil tem tantos refugiados da guerra na Síria e não temos qualquer registro de ataque.,0
"A Senadora do Paraná mandou você Mulher, fazer greve de sexo. #FelizDiaInternacionalDasMulheres https://t.co/t0R0x7seoR",0
"Então, o socialismo produz refugiados. O socialismo não falha. https://t.co/E7iM31S3CJ",1
"Se você fosse candidato de direita à presidência na França, teria sua imunidade cassada por postar essa vídeo. Pois _ https://t.co/9EENktfyly",0
"Vida do dique:
Veja um amigo honesto que não sabe que você o ama!",1
'Cortando a propria picanha no churrasco de domingo Deve ter faltado o churrasqueiro',0
"""Lizzie como Boston""",1
@thiviecos @PastorMalafaia não cara..elas nao vao mudar de sexo pq tem 2 malucos (malafaia e bolsonaro) que impediram esse projeto de lei,0
"@MarleneBicalho NOssa, não há furto? que pena.. essa é a graça! rsrs. Cheirosss",0
"TPM é uma merda, me sinto gorda e feia",1
'pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara',0
“É muito bom ver a Mortadela desesperada e nervosa nos comentários dos outros kkkkkkk”,1
heterofobicos não passarão,1
"Estimar a minha idade é o seu argumento???
 Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TYHxHoRJB7",0
RT @ JoselitoMuller3: O mais surpreendente na filha de Maria do Rosário é que você sabe que o deputado não é virgem,1
'Ficam um monte de mocinhas brigando por Messi e CR Virem homens',0
"RT @OdeCarvalho: Já expliquei mil vezes: Não tenho nenhuma solução para os problemas nacionais, mas tenho algumas para você deixar de ser b _",0
'era o cheiro da bucelta da sua mae',1
'Foi com anistia que o governo militar deixou o Brasil na pior',0
@CapitalismoOP deve ter uma feminista peluda e bem gorda trabalhando no foicebook... ,1
@HAndreSilva @t4keshy Não há cá fufas.,1
"O sonho de ""liberdade de expressão"" e ""exercício de democracia"" deles deve ser a China ou Cuba. Um conservador na presidência?? Jamais!",0
'o temer e o melhor que ta tendo ne com ele nosso pais e a sexta maior potencia do mundo ne',0
"@amndawilczek o cara me mandou tirar colar, relógio, make... só não mandaram tirar a foto de burca porque não tinha lá",0
"Mais desajeitado do que isso, isso é tudo https://t.co/LadAgP8NRx",1
"E @pvedova tentou fazer do fracassado protesto de imigrantes um sucesso, enqto @RedeGlobo ""esqueceu"" dos protesto anti-desarmamento ontem.",0
Horas seguidas quero comer você: a quantidade de espaço para os libradores,1
RT @EmmanuelaJacira: Amei esse @Justiceiro_Sujo. Tão provando como essa onda do politicamente correto é a maior farsa inventada nos últimos _,0
"@Estadao está absolutamente certo! ninguém quer um pseudo terrorista em seu país, sou até contra esses refugiados. Eu não sei quem eles são! pode ter terrorista",1
"@jefersonstutz sim, eu sei. Foi retórica. Mas não rio acreditando.. Facepalm eterno.
Estranho seria se não fosse PSOL",0
TACA PEDRA NOS COMUNISTA,1
"""Não temos capacidade de conter CRIMINOSOS, vamos então legalizar drogas pesadas."" 
Um absurdo total, coisa de VAG _ https://t.co/LxYgnJU1SG",0
"Lugares da minha Pátria.
Ponta oriental da Ilha da Madeira com ""Desertas"" ao fundo.
#IlhaDaMadeira #Caniço _ https://t.co/YBbo7yeuUJ",0
Parabéns ao Secretário do Tesouro Steven Mnuchin! #ICYMI - assita aqui: https://t.co/9nShSzr8mr https://t.co/WcZ1Lnx6rI,0
'Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk',0
ESSE CARA SOU EU http://t.co/Cb1c5GSY,0
eu mesmo minha afilhada https://t.co/xCgpbnxOYZ,0
@ajulysantos isso é coisa de seres humanos!,0
"#DiaDaMulher 
8 de Março
Feliz dia das mulheres que odeiam o feminismo!",0
A #WomanDeVerdade valoriza as melhores qualidades do ser humano. E você valoriza amigos de verdade.,1
"E quem apoiou o governo MAIS CORRUPTO DA HISTÓRIA DESSE PAÍS não é idiota é inútil?? 
Parabéns @RachelSherazade po _ https://t.co/lqxvKfK9e8",0
'Nao e que a veia ta segurando um cigarrinho de maconha mesmo ',0
'Pq eles precisam trabalhar ',0
"Globo esporte: eu nunca vou te abandonar
Fut feminino: own 
Com as amigas
Fut feminino: ain ele é tão fofo
Com os amigos
Globo esporte: kk",0
RT @olhosvioleta_: Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas!  meu twitter parece um jardim: só tem flo _,1
'Mano na boa quase que ele faz um hattrick Solange So faltou  penaltis',0
@mrsquintas @Famel_Zundapp disse que isto aqui é uma cambada de comunas e fachos.,0
'Vamos cortar os gastos publicos Vamos cortar todos os funcionarios de confianca indicados por politicos Vamos cortar todos os funcionarios de alto escalao indicados pelo governo sem concurso publicos e sem capacitacao tecnica adequada Vamos cortar a quantidade de politicos',0
RT @New_Delia: E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gente não dá _,1
"O famoso ""não tenho argumentos"" https://t.co/vuTYTuerRO",0
LOL Eles não têm vergonha. E seis milhões de passagens aéreas da AID para refugiados que já estão aqui? https://t.co/JHAdv7DClo,1
RT @eviesramos: Eu amo a indústria brasileira de calçados https://t.co/zFYB8TgiA0,1
'minha esperanca e que vc fosse um troll mas da para ver que vc e ignorante mesmo',1
a própria culpada pela exposição é a filha da Maria do Rosário que postava fotos com drogas e nudes em seu próprio instagram,0
"@homemdeverdade não tem namorada, ele tem namorada há um tempo.",1
"RT @pri0ri: ( ) excesso de carne na xota
( ) feia
( ) sem peitao ou sem bundao
( ) cancer de mama
( ) nódulo na tireoide
( ) gorda
( ) femi _",1
RT @roxmo: Incitação ao estupro. Mas que país canalha. https://t.co/Nc8XlofGR9,1
"#GPdoCinema 
Vc lê Grande Prêmio do cinema. Eu entendo outra coisa.. Famosa q cobra por hora o final feliz",0
"@shitsokey seguiu-me esse e um de ""fufas do porto"" ontem e eu só pensei que fosse uma brincadeira mas não, levam essa merda a sério",1
"Como se ser gorda te faz ser feia, teu cu",1
Minha entrevista com a kiridíssima @EllenPage está dando o que falar... https://t.co/keePhb20CZ,0
"Mulheres no dia das mulheres: SOMOS TODAS BONITAS 
No resto do ano : ""aquela gaja é mesmo feia e gorda vê-se mesmo _ https://t.co/LsBmMzCowB",1
'Cortar na propria carne e acabar com o financiamento de partidos politicos',0
"@ariadnetelles não sei, só estamos divulgando =/",0
'Fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk',1
'preguiçoso aquele walter',1
"RT @alex_borges: Feminismo 2017:
1. Homens ocidentais, usem saia e batom!
2. Abram as fronteiras para os muçulmanos!
Ligue os pontos",0
@cabarefenty KKKKK essa foto ficou mt sapatão mesmo foi?,1
'SEMPRE OS MESMOS NAO BASTOU AFUNDAREM O BRASIL E QUEREM MAIS',0
'Construindo Reformas em Seu Know My Carbon',1
só falta o roberto carlos morrer agora e não ter como acabar o ano e a gente fica preso em 2013,0
"@BolsonaroSP  as empresas que fabricam CITOTEC, REMEDIO ABORTIVO devem dar muito dinheiro pra essa gente ",0
"Islão este é o Milo!Ele é gay, católico e acima de tudo acredita na liberdade de expressão! Already triggered??? https://t.co/3QMMd8kouh",0
'RUBRONECAS',1
'Tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do Brasil',1
LOL Eles não têm vergonha. E já está aqui bilhetes de avião IDA para refugiados? https://t.co/JHAdv7DClo,1
"RT @ShineAnselmo: TODO ANGOLANO QUER SER POLICIA , MILITAR (FAA) DAQUI A NADA ANGOLA NÂO TERA MAIS GATUNO.",0
COMO ASSIM EU SOU RACISTA EU ESCUTO EMINEM FLOR,0
"@laurensisart Se você é gordo, feio, muito magro, isso e aquilo, é de uma mulher, não de uma mulher especial .... Não direi mais nada",1
Mundo fufted não é para mim,1
"@homemdeverdade segura a cintura da sua mulher com força, aquela coisa delicadeza da atualidade é um daqueles cuzinhos fofinhos da Jonnys Manés Citricos!",1
"RT @ajulysantos: Se você não acha isso lindo, se você não acha isso arte vc é muito fascista... https://t.co/VhkdJqsvsm",0
RT @OMundrongo: ACABOU A MAMATA: Doria congela orçamento da Secretaria de Cultura e mamatas criadas por Haddad https://t.co/p4gD1b2hsj,0
@bogadosantos @trouxanizer @HeitorHB por isso defende o obaminha da 'paz',0
Mulheres adoram carinho no cabelo https://t.co/1EfJmuhiKf,0
Com quantos centímetros se destrói uma feminista?,1
"RT @jpintocoelho60: O grande bandalho! #LuísPedroNunes
Ofende enquanto podes: um dia é o da caça, outro é o do caçador...
@SIConline @expre _",0
"#SerMulherÉ lutarmor por um Brasil de direita, com mais segurança nas ruas",0
"A @cidade e a @sicradical são desde hoje,os nossos parceiros de media oficiais.
Isso significa conteúdos exclusivos _ https://t.co/DlkMFBCSk3",0
'FLAM E R D A Beneficia Juiz Profissional e Banderinhas',1
"Qual é a maldição, certo? É por isso que os muçulmanos governam lá, incluindo o direito de vetar mulheres ""sozinhas"" nos subúrbios ... https://t.co/9dm3ZcoDzw",1
VOU PROCURAR MINHA FOTO CM ELE MAIS EU ERA MT FEIA E GORDA,1
"Olha ae a oportunidade q vc queria: ganhar o respeito do ""tico"". Imperdível! https://t.co/AkKrQsEo72",0
Em Angola brinca-se de fazer musica.Problema não esta nos musicos mais ao povo que so consome lixo.,0
@bbb17aovivo quero ver a cara do recauque quando a emili pegar o lider e joga a roberta no paredao aquela vaca fausa gorda e feia rsrrsrsrsr,1
"Oi, vc é sapatão, só n sabe ainda.. mas é",1
"A Justiça tem que estar ao serviço de todos e não à mercê de privilégios de uns quantos.
@govpt @antoniocostapm 
https://t.co/s4IjrxP8vM",0
"Mulher esportiva passando, https://t.co/60ugbsi6Em put",1
"O pior cego é aquele que não quer enxergar, tenho ranço de mulher burra !",1
"Tenho que me preocupar com meu filho de 1 ano. Não com um burro velho que também tem um filho.
Solte!",1
"RT @InesBolsonaro: - Alô Trump ta afim de irritar a esquerda?
- To mas como?
- É só nós tirar uma foto juntos 
- Blz cola aqui na casa bran _",0
Gente a mulher parece aquelas tia que fica na cozinha mas na verdade ela é um gênio da física #MasterChefBR,0
Desejou feliz dia das mulé o cara q chama mulher de burra o resto do ano ,0
"pelo menos descobri o nome da garota que eu queria
e já que meus atletas estavam certos, ela é imunda",1
'Precisavamos de mais Presidentes assim',0
"COM MUITO ORGULHO FUI ELEITO O REI-MOMO DO BLOCO PORÃO DO DOPS DO MEU AMIGO @editorahumanas
DECOREM AS MARCHINHAS, _ https://t.co/HuL4y7WzXf",0
tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio,1
"RT @erickdau: Polícia militar acaba de dar tiro de pistola pra cima. Ninguém me contou, eu vi. https://t.co/ogbg21NlQ3",0
"Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!",0
"A Europa, muito doente e obediente a esses programas nojentos do mal, com certeza se torna uma presa fácil para o Islã _ https://t.co/BIAymMELN1",1
RT ilsilvab_: @ incubatório Angelinhabi 2000 incubatório,1
"Sapatão diz alegremente ""AAAAAAAAA"", de Hallelujah kkkkkkkkk https://t.co/Wgr9drJ2YK",1
'e tome dinheiro pra industria da seca',0
"Gorda, feia, e ogra https://t.co/A6cJRIE3WQ",1
"RT @ vascof87: @ carol_moura13 @ RitaBranco02 Opa, que tratam uns aos outros",1
"""Ela é uma mulher burra que aceita estar apaixonada porque valoriza o traidor, ajuda a destruir o relacionamento e nunca terá moralidade para ser única!""",1
"Pela Europa das Nações livres e soberanas, este é e sempre será o nosso modelo!
https://t.co/8tcwCOxsOi
#Brexit #EU https://t.co/ClmhMW4Og6",0
A maior diferença entre os criminosos e outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos,1
