data,Hate.speech
'Joao Claudio lamento Minha resposta nao foi publicada ',0
'O  Sr  Temer foi posto la por vcs que votaram nela',0
'Estrategia VERMELGA ACEFALA terceirizar a culpa xingar e denegrirKKKK TCHAU QUERIDOS',1
'Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos',0
'Rosangela voce nao tem nivel nem para comentar um assunto deste E uma coitada',1
'Coitada e o minimo a definila      Eu a chamaria de PODRE   ',1
'Ela e autoridade maxima do Judiciario nao e ministra da saude Vao se informar seus zes ruelas',1
'burro',1
'nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital ',0
'Ela e da area juridica Hospitais sao da alcada do Ministerio da Saude simples assim',0
'Rogerio entao ela tambem nao e secretaria da Seguranca publica seu  ignorante ',1
'OS PRESIDIOS ESTAO OTIMOS O PROBLEMA SAO AS ESCOLAS E HOSPITAIS',0
'ainda mais se for hospedar um politico  boa Rubens',0
'Por que essa revolta Anderson Sua familia esta presa',0
'Mortadelas nunca entendem nadaKKK',1
'Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato',0
'Quem negativa sao os presidiarios Lucasestao equipados dentro dos presidios',0
'Bandido tem mais e que peidar pra Muzenga mesmo Resolvam esse problema de superlotacao fazendo pelo menos  Carandiru por dia Simples ',1
'Galera do PSOL e comunistas em geral apertem o vermelho mesmo',0
'A policia civil do RJ por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ',1
'Carmen Capivara Lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao ',1
'Ate que enfim um comentario que preste O censor da grobo cochilou',0
'Bandido defendendo bandido Estranho esse papo',0
'Ricardo a sua desculpinha e de va  ga  bun  do Uma coisa nao anula a outra',1
'Eles tem conforto ate demais Sofrimento tem as familias que eles destruiram',0
'So ha justica para os pobres um pais onde os ricos ficam impune',0
'O Roberto adora a palavra acefalo De tanto ouvir ele incorporou ao vocabulario pobre e inculto',1
'Seria mais interessante ela visitar os hospitais do sus',0
'Se ela concluiu o ato e porque ele concordouai nao e estupro kkkkkkkkkkkkkkkk',0
'Estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs',1
'presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias',0
'Vitimas desses bandidos ninguem visita ne uma porque  eles ja mataram ',0
'Ela poderia visitar tambem algumas escolas onde criancas estudam com os pes na lama com goteiras e muitas vezes com merenda estragada ou ate mesmo sem merenda alguns tendo que andar quilometros a pe ou dentro de caminhoes Isso eu gostaria que gente ligada  a direitos humanos tivesse a decencia de fazer mas nao eles gostam de visitar presidios e defender as pobres vitimas da sociedade As criancas de pes descalcos nao sao vitimas dessa sociedade porca',0
'Quando sera a visita aos HOSPITAIS  PUBLICO do DF',0
'deveria haver uma lei obrigando todos politicos a usar so hospitais publicose que todos os hospitais particulares fosse proibidos de atendelos so assim eles olhava para a situacao da saude publica que esta uma VACALHACAO ',0
'Deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos',0
'Porque nao vai visitar as familias das vitimas desses criminosos ',0
'e os parentes dos que foram mortos por eles',0
'Santa hipocrisia Batman manda ela visitar hospitais publicos para ver se estao superlotados',0
'Parabens Dra Carmen  ao menos a Sra foi la diferente de outros que nem sabe que aquilo existe  sabem que sao marginais mas nao podemos nos igualar com eles     ',0
'Nao quer ficar em uma cela superlotada Nao roube Trabalhe honestamente garanto que isso nao vai ser problema',0
'Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares',0
'Querendo se aparecer porq nao vai visitar as vitimas desses estrumes  Lamentavel ',1
'Entao ministra mais um motivo para instalar a pena de morte',0
'Esta visitando as novas instalacoes do Conde Dracula e seus Vampiros',0
'sera  que  a   ministra Carmen Lucia presidente do Supremo Tribunal Federal   esta  procurando  vagas  para  os  politicos  ladroes  Bandidooooooooooooooos   no  presidios   que  esta  visitando   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk',0
'Essa ministra trabalha a menos de  km dos hospitais de BASE e HRAN sera que pretende visitar os',0
'Sempre a admirei agora mais ainda      Bela atitude  ',0
'Precisavamos de mais Presidentes assim',0
'Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer',0
'Ela deveria levar o Renan Calheiros junto com ele mas ele ficaria la mesmo',0
'Por que a excelentissima ministra nao visita a familia das vitimas  ',0
'Deixa de ser ignorante Quem precisa de mudanca e o preso nao a vitima',0
'tem que colocar pena de morte ai vai diminuir bastante',0
'Sera que houve uma faxina para a visita da Ministra ',0
'Por que nao se reuniu com os parentes das vitimas',0
'Trabalhar ninguem quer senao estaria vazio',0
'Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta',0
'VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES',0
'Agora ela virou Ministra da Seguranca ou nao tem nada pra fazer no STF  ',0
'Tem que visitar nossas ESCOLAS e HOSPITAIS ',0
'Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas',0
'vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar',0
'Ave Dra Carmen Lucia os que estao prestes a morrer lhe saudam ',0
'Os poderes estao  preocupados com bandidos  que tem de tudo que o cidadao onesto e renegado',0
'Daqui pra frente vai piorar porque nao havendo emprego   vai aumentar os furtos e roubos ',0
'Aproveita que esta ai e ja implanta pena de morte para esses lixos  Bndido bom E bndido mrto',0
'Uma visita aos familiares vitimados por essa escoria sera louvavel',0
'Tenho pena so das vitimas deles Quem se comporta nao vai preso',0
'Inversao de valores ao inves dessa velha visitar hospitais asilos orfanatos visita presidios vai tomar no ',1
'E quando vai visitar os hospitais e tumulos das vitimas desses marginais',0
'Superfaturamento de TV e algum Senador ou Deputado coloca um  no bolso',0
'duvido que essa ministra peca reducao de seu salario para tres mil reais',0
'Fazer o que por culpa suas se tivesse leis severas estavam vazios',0
'Tinha tirar todos auxilios de familias mande suas familias trabalharem para sustentarem',0
'Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego',0
'pra mim ta vazio a ministra que vai cuidar dos politicos safados que eles protegem ',0
'Que tal  cada indulto dado um juiz leva um preso para casa',0
'Deveria  julgar as acoes envolvendo Jose Serra Os  milhoes ninguem fala Cade a Veja',0
'Vai querer aparecer mais que o Moro isso vai gerar uma ciumeira',0
'eta Dra Carmem Lucia a senhora esta se saindo uma grande marqueteira',0
'Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima',0
'Deveria ser aplicada a etica de Aristoteles no sistema prisional  A justa medida',0
'os presidios lotados e milhoes querendo entrar neles isso e um paradoxo ',0
'O MOLUSCO VAI ACHAR A CADEIA SUPERLOTADA E PRA NAO DAR NA PINTA ELA COMECOU A VISITAR OUTRAS ANTES',1
'ESSA MULHER FAZ CADA COISA',0
'Depois que recebeu o premio agrado da Globo ta se achando',0
'manda matar tudo e  esvazie as celas e vire heroina nacional',0
'So falta essa Judia carcamana ficar com do Leve pra sua casa no lago sul',1
'O Gilmar MendesPSDB vai ficar com ciumesEla esta querendo aparecer mais que ele',0
'Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas',0
'A corja que apoia o golpe so fala merda',1
'Essa idiota nao tem o que fazer',1
'Sempre digo que mulher feia costuma dar problemaNao ha quase excecao algumaTem umas que quando chegam a Presidencia da Republica dao tanto problema que vc nao acredita',1
'Excelente a iniciativa da Ministra e Presidente Carmen Lucia Parabens',0
'Essa velha deveria passear menos e agir mais Ate agora so conversa',0
'Para vai Saulo mim esses presos que estao la sao os mais perigosos do brasil',0
'Neimar pela esquerda Gabriel Jesus pelo meio e Marinho pela direita que ataque ',0
'Marinho kkkkkkk so por que jogou bem ontem e ja merece selecao',0
'Com PaulinhaFernandinha em campo o Messi vai deitar',0
'Pra quem nao sabe e aquele mesmo hotel que a Ana Hickimann estava',0
'O Brasil deve vencer mas vai ser um jogo dificil',0
'x no minino mano o Bauza vai vim todo na retranca',0
'Enquanto isto o Senado gasta  mil na decoracao de um gabinete',0
'SE TITE NAO SE TOCAR MESSI VAI DEITAR NO PAULINHOBRASIL X',0
'Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo',0
'Vai que Neymar faz um gol contra para agradar o Messy',0
'RLX  neymar ja ta bem treinado pelo barca  so chegar e vesti o uniiforme ',0
'O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE ',0
'O que o Carlinhos Brown ta fazendo aivai cantar as babaquices dele',0
'o neymar faria alguma falta na selecao ou a sua ausencia seria melhor  ',0
'Parece aquelas perguntas ridiculas da globo no meio do jogo',0
'Felipe massa ja vai se aposentar O que sera dessa selecao ',0
'Bauza retranqueiro vai botar pra cacar o neymar podem tirar print',0
'Marinho e um jogador que desequilibra qualquer jogo',0
'Tomara que a Argentina goleie estes frescos',0
'O Sao Paulo ja foi rebaixado ',0
'VAMOS MASSA ATLETICANA LOTAR O MINEIRAO PARA APOIAR A ARGENTINA DE LUCAS PRATTO',0
'VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO',0
'O Pratto ai lado de Messi  vai deitar e rolar em cima da nossa selecao falida',0
'kkkkkkkk falida igual seu comentario idiota',1
'Mas ele so pipoca quando a coisa aperta sempre foi assim',0
'Pipoca nada e um excelente zagueiro o  a  nao foi culpa dele',0
'vamos voltar  anos atras e ver o que ele fez no  x ',0
'corinthians o melhor aluno do enem enemlibertadores enempaulista enembrasileirao enemcopa do brasil',0
'Ele virou goleiro',0
'quem nasceu para ser  a  jamais sera Junior Baiano ',0
'Ta jogando bem mais na selecao nao tem mais chance   Thiago Silva marquinhos Miranda sao melhores  ',0
'Jogar no PSG e decrescimo na carreira',0
'na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele',0
'Em compensacao de vez em quando leva ',0
'Globo iniciando o lobby para o seu retorno para a Selecao',0
'David Luiz agora e goleiro pra ter recorde pessoal de menos vazado',0
'E aqui toma  em um jogo so o cara e muito ruim',0
'ele possui outro recorde tomar  gols em um jogo',0
'Cahill ainda tem pesadelos com Emerson Sheik e Paolo Guerrero',0
'Ele so vai igualar o record pessoal quando ficar SETE jogos sem levar gols',0
'Joga muito',0
'Esses fans e torcedores do CR e Real Madrid sao uma piada Raca nojenta ',0
'Melhor do mundo',0
'Apelando nao compara com qualquer um ele joga Facil',0
'Melhor do mundo e o Messi aceitem este fato Ronaldetes',0
'essa modinha de rivalidade os  sao excelentes jogadores pronto',0
'Daniel Lima Nao e rivalidade e a verdadeMessi esta acima de todos no futebol atual',0
'e kkkkkkkkkkkkkkkkkkkkkkkkkk Pepe tbm ganhou e fez mais que CR man ',0
'na moral e ser muito louco dizer que CR e melhor que Messi por favor velho',0
'Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada ',0
'Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce',0
'Isaque nao se faca de tonto Chore menos sua Lionete',0
'Mano na boa como eu sabia A Ronaldete nao tem argumentos',0
'Mano na boa na boa mesmoManona boana boa manoManooooooooo ',0
'CR ja ganhou a Copa America Nao Julio Baptista SIM  kkkkk  to aqui so pra zuar mesmo kkkk',0
'So uma pergunta O que seria do Real Madri e Barcelona sem os estrangeiros ',0
'Seriam grandes clubes afinal sempre tiveram jogadores nacionais que fizeram historia',0
'So te corrigindo O que seria a Europa sem estrangeiros',0
'Os  do Rio os  de Sao Paulo  do Rio Grande do Sul e  de Minas Gerais   grandes ',0
'pele nunca vai ser melhor q esse cara',0
'kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto',0
'Falta muito pra chegar ao maior artilheiro de todos a grande genio da area Romario',0
'No videogame igual aos fas alienados dele kkkkkkkkkkkkkk',0
'o cara foi foda',0
'enquanto isso o Palmeiras continua sem mundial',0
'Em discurso Cristiano declarou Para de me secar NETO',0
'So o oculos dele deve da pra comprar um apartamento ',0
'Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio',0
' gols em  jogos oficiais media de  Melhor do mundo',0
'Deve ganhar o premio FIFA foi o melhor da temporada',0
'Ficam um monte de mocinhas brigando por Messi e CR Virem homens',0
'vai ter que pedir dicas pro Ze para pder jogar ate os ',0
'ROMARIOgtRONALDOgtZIDANEgtMESSIgtRONALDINHOgtCR',0
'Vao ter que renovar o contrato do Sergio Ramos ate  tbm',0
'Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos',0
'Ja nao ta jogando mais nada hj em diaimagina em ',0
'Se nao ta jogando nada hoje imagina em   Vai ta no nivel do Alecgol  ',0
'QUE LINDINHO ESSE MOCO COM ESSE OCULOS',0
'Sera que teremos tambem mais cinco anos de propaganda com o Clear men kkkkk',0
'sai armario na mesma velocidade em que baixa a qualidade de seu futebol',0
'Contrato de  anos Esses clubes sao loucos  anos no maximo',0
'Real Madrid ta doido mesmo o cara nem empurrar a bola de baixo da trave consegue mais',0
' temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos',0
' titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria',0
'Mano na boa Ivo Holanda sao  titulos sem o Joan Gamper',0
'Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao',0
'Nao teve nenhum penaltizinho pro inutil Penaldo bater  Ahhh poxa juizao',0
'Mano na boa quase que ele faz um hattrick Solange So faltou  penaltis',0
'Atras so do Robinho e do Fred campeoes da Copa do Brasil ',0
'Bom jogador Daria um bom reserva para o Fernandinho no Fla',0
'O cara joga muito mas transa com o bum bum ',1
'Entao vamos somar as assistencias para ver quem ganhaOs dois sao otimos mas Messi e melhor',0
'daqui a pouco vem um falar de titulo na selecao',0
'no momento nao esta nem entre os  melhores  mas joga facil',0
'Piada super engracada Ja pensou em fazer um teste pro Zorra Total ',0
'Concordo  por cento',0
'Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse',1
'Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis',0
'Vc come bosta pra falar uma asneira dessa',1
'Bianca Essas Ronaldetes me dao nojo raca nojenta',1
'Lugar de mulher e na pia fogao e cama',1
'Ezequiel Lugar de mulher e aonde ela bem entender se doeu toda pq falou VERDADES sobre o seu idoIozinho  MACHlSTA GAY chora nao',1
'Vai lavar louca dona',1
'E o CR ganhou tudo o que o Messi nao ganhou Choremmmmmmmmmmmmmmmmmmmmmmmmmmmm',0
'Voce nem sabe o que fala mano voce nem sabe chutar uma bola ENTENDE NADA DE FUTEBOL CRFOREVER',0
'Geraldo Gallo vamos protestar Amigo Vamos invadir aquele CT e quebrar tudo',0
'MARIAS NO CIO SOU LOUCO POR MARIAS',1
'Marias tremem pro Galo e borram pros argentinos FATO',0
'MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA',1
'PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO',0
'Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks ',1
'Saudade do Otamendi Ele e Gabriel seriam uma dupla de zaga sensacional',0
'dor de cotovelo das marias azuis borradeirasadoram a pagina do galo',0
'Em pontos corridos nao tem apagao de refletor pra esfriar o adversario rajkazblanks ',0
'Em pontos corridos nao tem jogador adversario escorregando com o gol escancarado rajkazblanks ',0
'Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks ',0
'Em pontos corridos nao tem disputa de penalty rajkazblanks ',0
'Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks ',0
'com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos',0
'E uma pena que Riascos nao e Argentinota marcado na historia por dois momentos marcanteskkkkk',0
'Maria detected Vai BeijarumsacoW',1
'MARIAS NOS CIO  MINHAS PRESAS PREDILETAS VOU ME ESBANJAR EM DEVORALAS',0
'Forca na peruca Galo RACA ROBINHO RACA PRATTO RACA CAZARES Vamos jogar com amor a camisa ',0
'Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge',0
'NAO ACHO NADA DEMAIS NESSE CUEVA SO FAZ GOL DE PENALTY',0
'Junta todos os pontas do Fla que nao da um Cueva',0
'o Flamengo sem motivacao nenhuma mete  x no santos',0
'QUEREMOS UM TIME PRA GANHAR O TITULO E NAO PRA FICAR NO MEIO DA  TABELA NOVAMENTE ',0
'Ue e o cheirinho que voces estavam sentindo era de que',0
'Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO',0
'Devia e ficar o Damiao e sair o inutil do guerrero chorao',0
'esse ze e  muito burro cara empresario corre solto e muita grana envolvida',0
'O   PARA  TB   SE ACOMODOU UM POUCO  PODERIA REVESAR ELE E O RODNEY ',0
'perfeito os garotos da base sao melhores que esses jogadores citados',0
'e rogerio todos tem mais essa anta nao coloca pra jogar',0
'Vai tomar seu remedio velho gaga KKKK SV',1
'o tecnico e bom o time que e ruim ',0
'Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol',0
'CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la',0
'correto  Adriano Adryan e melhor q Cirino Gabriel Fernandinho etc',0
'O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO',0
'Porque e menguinho so vcs que pensam e falam que e grande',0
'ze vai cuidar do titulo   jogos  mexendo mal ',0
'O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal',0
'pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara',0
'ELENCO GRANDE E DE POUQUISSIMA QUALIDADE ',0
'Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora ',0
'Voce nao pode estar falando serio',0
'THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA',0
'Coloca os moleques no carioca pra pegar experiencia',0
'Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras',0
'Demorou so digo isso ',0
'ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor',0
'Base  Com Ze nao tem vez So jogo la medalhao e jogador de empresario Politica dinheiro no bolso ',0
'NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   ',0
'SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA',0
'Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base',0
'Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo',0
'O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ',0
'Prefere usar o Damiao do que o Vizeu Sem comentarios',0
'Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho',1
'Um volante da base PELO AMOR DE DEUS para o lugar de Marcio AraujoPELA AMOR',0
'UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO',0
'ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao',0
'gigante que nao ganha um nacional a  anosta de sacanagem ne',0
'De tanto falarem em cheirinho perderam o olfato Rsrs',0
'Ze Ricardo vc e burro',1
' O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana',0
'Assinado Molambo iludido KKKK Sv',1
'Cai na Real vascainos segundo da segunda  Kkkkkkkkk',0
'Mas o JUIZ e os DOIS BANDEIRINHAS que GARANTIRAM mais um ROUBO estao acertados pra ',0
'ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO',0
'muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso',0
'Nao contratava mais medalhao o flamengo so gasta e gasta tendo os garotos da base',0
' O  que gasto no cuellar erradamente dava pra ter comprado o cueva',0
'Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk',0
'o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja',0
'Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim',1
'So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo',0
'Da  xozota da mae ',1
'Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao ',0
'O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em ',1
'STJDacorda essa pagina e rubro negraseu viceADO',0
'Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV',0
'A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK',0
'O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk',0
'era o cheiro da bucelta da sua mae',1
'Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar',0
'Concordo pois ele e bom para montar time',0
'Verdade mas a maioria so olha pra tabela Entendem nada de futebol',0
'cala a boca truta xincheiro',1
'Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas',1
'desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio ',0
'Dinheiro a gente pega com quem tem Nao com quem ta quebrado',0
'Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro',0
'So espero que ele recupere o bom futebol',0
'a soberba ela nao acaba kkkkkkkkkkkkk',0
'Relaxa Veremos daqui  rodadas Soberba',0
'HAHAHAHAAHAHAHAHAHAHAH GAZELA DETECTADA',1
'isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu',1
'Esse negro e o seu pai Sua mae deu pra ele quando jovem',1
'Voce ta e na zona sua galinha',1
'Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo',0
'Esse ano pra vcs foram muitas frustracoes eliminados de tudo que participaram e mais a de ontem ',0
'ah vai se fu de voce',1
'o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   ',0
'Voces precisam pesquisar melhor a historia do campeonato de  ',0
'Nao houve rebaixamento pois existiam duas ligas',0
'Ele e ficha suja e esta inelegivel nao sabia',0
'kkkkkkkkkkkkkkkkkkkkkkk faz me rir',0
'Palmeiras nao tem mundial',0
'Inveja matahhhhhhh',0
'time de um gol so muiuta sorte',0
'O importante e ganhar meu filho acorda pra vida',0
'Ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk ',1
'AS RUBRONECAS PIIIIIIIIIIRA COM CHEIRINHO DE PUM DE PORCO',1
'MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK',1
'sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk ',1
'o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  ',0
'Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA',0
'ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   ',0
'Traz ele de volta e deixa ele escolher o tecnico ',0
'Mas ele vai preso Aguarde',0
'Dois mundias com uma libertadores ',0
'Futebol argentino e uma piada  So pancadaria e confusao           ',0
'A bandidagem continua se escondendo',0
'Ele esta feliz em voltar a Bahia menos o povo baiano',0
'Sua hora vai chegar',0
'SENTE O CHEIRINHO PEIDO DE PORCO NAS SUAS CARAS KKKKK',1
'Flamerdas voces tem estadio  Entao nao tem PINICO proprio kkkkkkkkkkkkkkkkkkkk',1
'E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO',0
'quando Deus diz nao nao adianta lutar contra',0
'Esse nao roubouao menos nesta gestao',0
'Voce e um doente',1
'Sua mae nao reclama Joaozinho',1
'Ragnar e nome de travesti da Escandinavia',1
'Acaba de comprovar a burrice que lhe imputava',1
'Entrei so pra ler os comentarios dos peritos',0
'Emocionada pela morte ou pela posse',0
'Fizeram pericia nas pecas do carro',0
' SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE ',0
'Sera que foi sabotagem',0
'Melhor investigar a oposicao',0
'MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO',1
'No Nordeste acontece de tudo ',0
'Idiota',0
'Errou Sou gaucho e tenho marido',1
'o investigador investiga isso vcefdpta',1
'Esse ai senta na boneca',1
'esse da  Re do Quiibii kkkkk',1
'Aposto que ainda vai ser o presidente da camara',0
'E a roubalheira continua Esses sao profissionais',0
'Banco cheio de problemas governador ',0
'So pela metade Voce esta sendo bem otimista',0
'Paulo vai to mar no c uu',1
'Alex exponha seus argumentos abc',0
'Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ',1
'e tome dinheiro pra industria da seca',0
' Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo ',0
'Seca no Amapa so pode ser brincadeira',0
'Esse e meu presidente',0
'Esse dinheiro ira fazer brotar agua do solo ',0
'Mais dinheiro desviado em   ',0
'Esses recursos vao sair de onde ',0
'Ele vai ser o pior presidente da historia',0
'ele nao e presidente  e golpista',0
'AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS',0
'Finalmente o Senador entendeu Parabens',0
'Fiquei chocado com essa noticia',0
'Voce e meia duzia pensam assim',0
'Faltou choque nesse velho hipocrita',1
'esses petralhas malditos',1
'Passei por aqui so pra deixar meu FORA TEMER',0
'MICHELLE temmer SAFADAO TRAIRA',1
'lazarentuuuuu',0
'Sera muito bom para suas empresas para o povo nao',0
'Reforma estrutural no seu rbbono meu nao',1
'Pode prender inocente  ',0
'Que tornozeleira eletronica',0
'hmmmmmmmmmmmisso e uma bichna',1
' Entao e da lojinha da anta',1
'e da lojinha da tua mae aquela prostituta',1
'Ainda temos que aguentar uma ironia dessa',0
'Os netos que devem ter vergonha dele',0
'Cara    de    Pau         ',0
'Boca mole e bolso e contas bancarias abarrotadas de dolares Sahfado',0
'Boca de buxeta',1
'O certo seria bun da mole',1
'E O PIAUI QUERENDO ASSUSTAR O MUNDO COM ESTA FIGURA OU SO NASCE GENTE FEIA LA',1
'Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo',1
'Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk',1
'Esse boca mole tem cara de saco murcho',1
'Vermelho nojento deveria levar um tiro na cara bandido ',1
'Vagabundo',1
'Sapo Demonio seria mais apropriado',1
'Relmente o Boca Mole e da mesma linhagem dos Neves',1
'A corrupcao e o cupim que corroi a democracia e as instituicoes  ',0
