text,hate_speech
"Irmão, que tipo de mulher tem o Master Chef?
Me sinto muito idiota #MasterChefBR",1
ESQUENTA adoro esse programa mto cultural aborda varios problemas tem favela tem pagode amoooo,0
'ELENCO GRANDE E DE POUQUISSIMA QUALIDADE ',0
"RTeditorahumanas: No passado, vários personagens de frango quente estavam presentes no carnaval
Sobreviventes de Chernobyl agora parecem estar se encontrando",1
"""Mentalmente fraco""",1
"Que mundo pequeno esse Sapatão não tem
nós removemos cada fita da namorada do outro",1
Há muito trabalho a ser feito quando você encontra uma mina que conhece visualmente,1
'enfia o kit no teu cut',1
"já falei que não sou racista porra
mas...",1
@ euluana66 Então é isso! Há um homem que pensa que não existe orgasmo feminino (com risos e arrependimento das mulheres com quem faz sexo),1
"""Estou fazendo uma cama para Moluskova e ela""",1
"RT @arqmonicamendes: Desperte uma mulher burra: o feminismo não é se voltar para a nudez, é respeitar seu corpo quando um homem só quer te usar e então _",1
Não deve faltar muito para o Coelho e a Cristas virem dizer que o cancelamento do Fim do Mundo é mais um sinal da fragilidade da Geringonça.,0
"Bom dia pra você que acordou com esse presente da """"jornalista"""" mais SEM VERGONHA do canal mais CANALHA que há! https://t.co/fQAHMcsE36",0
'E a roubalheira continua Esses sao profissionais',0
"O politicamente correto é algo completamente doentio, cogita até homem menstruar. https://t.co/OiUg6vHh4c",0
Isso é democracia pro Reinaldão... Cada dia mais patético! https://t.co/h4R3e7aPxX,0
"Duas evidências! Consequência: volta para tua casa, faz boa viagem!
#ImigraçãoInvasora #Islão
@realDonaldTrump https://t.co/WYmvIUCiM5",1
@Mih_ArmstrongL @otmar03 vamos a agenda feminista TIRADA DO PROPRIO SITE...e agora me diz onde ta a defesa da mulhe _ https://t.co/HpBXM1L6nz,0
"Eu perguntei a uma garota surda se ela gosta de ouvir a música do meu deus, como eu estou",1
"Geisy no Fantástico se deu nota 8! Más noticias Geisy, isso é ilegal, a gente é quem tem que dar a nota. E vc é um 4 ruim !",0
"@franmoraes2 PArece que tá morrendo né? Liga naum, tem um cachorro aqui no prédio que sempre confundo com uma foda.. rs",0
@flavix @editorahumanas já meu FGTS... https://t.co/zDbg6qy9Wu,0
"O meu dia ganhou ao vosso.
Por capote https://t.co/Sscy8CZ9ot",0
"É elogiável algumas ações do @atletico : moradores de ruas no estádio, ações com refugiados e crianças..Pq não por esse tema em pauta?",0
Estou triste com o quanto um homem que pensa que uma mulher tem a obrigação de falar com ele por um motivo semelhante. Ou chame-a de prostituta.,1
Você não será sexista se for mulher e bater em uma feminista https://t.co/jzavkOawBL,1
"RT @vascaindio: Difícil pra uma mina burra e insegura que nunca conquistou nada conviver com uma mulher bonita, inteligente e independente _",0
A cara gordinha e feia de Roberta # bbb17,1
Melhor Jornalista do Brasil. https://t.co/DOEFlSFgQQ,0
RT @midiasemmascara: Os católicos idiotas úteis de George Soros - https://t.co/nmluaW7zjP https://t.co/T6QteLcWhC,0
'Ele e ficha suja e esta inelegivel nao sabia',0
"Tava pensando aqui e cara, como tem menina/mulher burra",1
Não tenho nada contra refugiados e até acho bem serem acolhidos,0
RT @roxmo: #primeiroassedio Acho que eu tinha uns 10 anos. Uma empregada me deixou pegar nos peitos dela. Foi bom pra cacete.,1
ah lá o filho do porteiro passou no enem,0
"""Apenas uma brincadeira"", dizem https://t.co/o3Qw3zAlIN",0
'E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO',0
"RT @MartaaSrj: Eu adoro todas as mulheres, é a causa do nascimento
Mas ao mesmo tempo existe um ente querido que é muito fofo e muito estúpido",1
"@anacarolinars zzzz completou com gorda, feia, só faltou o boba pra ser + 5a série",1
"Engraçado q se uma mulher não concorda com oq a maioria acha que é ""certo"", as outras mulheres caem matando, chamando de burra, retardada...",1
@g1 Nao esperava outra açao! A Europa sofreu muito com a Segunda Guerra Mundial e sabe que esses refugiados estao passando.,0
RT @jairbolsonaro: Quando souberam que gravaria entrevista 2 jornais desistiram de me ouvir nessa semana. Será pq? ,0
"Não, o Dunga não é @homemdeverdade ! É apenas um ignorante de verdade.",0
'Que diferenca faz ',0
"@_kcris Não deixe as lembranças e saudades te minarem. Enfrente, ouça músicas.. (Essa é linda msm). Conhece The Corrs?",0
'ele possui outro recorde tomar  gols em um jogo',0
'esse cara gosta de um charuto de mortadela entre as pernas',1
@thienques pra mulher ser digna pra elas têm q ser feia gorda fedida porca mal comida e sustentada pelos pais ou vendedora de shopping,1
O PAI FEMINISTA VAI COMPRAR UM CIGARRO NO 2º OBJETIVO DE ZIDANE EM 1.998 E NUNCA VOLTAR #JoaquinResponde https://t.co/EzreOGNSJa,1
RT @josesoubrasilia: HORA DE ACABAR COM OS CORRUPTOS  VAMOS OCUPAR O CONGRESSO A PM É POVO https://t.co/HZuJGKZCm0,0
"@Crl_Lais  sapatão linda, mt maneira",1
"""Desculpem por eu não ter acreditado, mas hoje vocês me fizeram ser o homem mais feliz de Angola, mesmo com a crise _ https://t.co/ZmfBKn87GZ",0
"RT @JoaquimTexera: MEU NETO PEDIU PRA SER ""TRANS"" COMPREI UM CARRINHO DE MÃO, AGORA ELE É TRANSPORTADOR DE BRITA.
DESLIGUEI DO @EncontroFa _",1
RT @_cinnamongirl: eu toda vez que vejo alguém falando que racismo inverso existe http://t.co/LIEJJCUlVy,1
"Dizem que o Barcelona enfiou 6 no PSG  porque, quando viu este de branco, achou que fosse o Santos. #jovempan  @VillaMarcovilla @estadio97",0
#Extra #DonaldTRUMP revogou a ordem de #Obama  e retirou os banheiros transgêneros das escola. parabéns... https://t.co/pDNr2gXXeu,1
@vanzkafka entendi que o homem é obrigado a querer uma cor de pele diferente ...,1
Homem que é homem não assiste a fazenda.,1
"Atraído pelo forte cheiro a enxofre, Passos Coelho deslocou-se esta manhã a Setúbal. Como não encontrou o Diabo, vingou-se no choco frito.",0
@Ricardohdc po ai mulher burra msm... mas se ta ligado que estagio vc n arruma ne  termina a escola daqui 3 meses,1
"“O tema é fruto da visita de # Assunção Cristas.”
Incluindo o da mesquita: Submissão ao #Ilão Invasor.
https://t.co/co6lj0CWIb",1
"@gabrielaltairc eu to falando dos refugiados da Síria, eles nao vem pra ca, tem um milhao de abrigos em outros paises que acolhe eles",0
"SÓ VERDADE! 
Vai no lollapaunocu vc já sabe q gosta de chupar pau https://t.co/IOa0b4J5R7",0
"@jeanwyllys_real Veja a loucura da militância .... mulher trans, tradução homem também é Mulher. mos. são homens .. _ https://t.co/nb4o8l6plQ",1
"Já apareceu em um continente
E o pai da mulher não
 #JoaquinResponde https://t.co/46OhFkUegV",1
"No dia em que todos os muçulmanos morrerem, ele tem certeza de que o inferno os dominará.",1
uma batalha no dia da mulher e eu nem lembrava que meixmo mudo deveria ser o melhor,1
"No dia em que todos os muçulmanos morrerem, tenha a certeza de que o inferno os vencerá.",1
"Portanto, o ""grab 'em by the pussy"" de Marine Le Pen foi ter mostrado imagens dos horrores causados pelo islão?",0
RT @FolhadSP: Em homenagem a Revolução Russa; Bancada do Psol quer que relógios sejam atrasados em 1 Século https://t.co/Qdw0doK8WH,0
"RT @maathbz: Não importa em que ""dia feliz"" eu estou pensando ou o que você não deveria adivinhar, senão vou ficar com raiva e passar 1 ano _",1
"Uma vez qdo era criança  eu tava no drive do Mc e um garoto pediu um lanche
Meu pai disse: Não não, se não depois vc não almoça!",0
"Os mais jovens do @pnr 
#RenovarPortugal #Portugal #PNR https://t.co/co7Ywrldht",0
No dia 10 de Junho de 2016 - Todos os caminhos vão dar ao Largo de Camões https://t.co/PWoSAsbq6k,0
"@santosluccc não conhece os refugiados, não conhece a natureza de cada um deles, nem sabe se tem um terrorista aí",1
Eu sou muito maluco,1
“o feminismo é importante demais para estar nas mãos de feministas” - postado no @folha no dia 8 de março,1
"#SerMulherÉ lutarmor por um Brasil de direita, com mais segurança nas ruas",0
"No futebol, #HQEH é um atacante. Ele acha que os meio-campistas são uma coisa vadia.",1
'presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias',0
'Enfie e sente-se em ne maria',1
"@homemdeverdade é viver com dignidade, é um conceito em extinção plena ! Aqui tem o foco da resistência!",0
Velho ultrapassado e idiota só pq a mulher dele é preguiçosa e burra não nos inclua em sua perversão travamos nossa _ https://t.co/btLRgkGvNB,1
"@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento",0
"@biainthehouzze n fale com fufas, adeus",1
"""você é burro""  o argumento da ""Jênia""
Mas não consegue refutar uma linha do que falei!
Eis a bolha do marxismo cul _ https://t.co/w1yV35loON",0
Eu volteiiii agora pra ficarrrr,0
rod__serling @ i_Feeraguadepresepio @ Good 1611 quando abro o TL e vejo uma sessão de fotos de mulheres gordas e feias. #MyMorPort,1
"Pessoas que não concordam por causa de sua cor por causa do cachorro não vão abrir a porta para refugiados
É isso",1
'Com essas contratacoes as frangas vao tomar no oi',1
Todos os diques seguem Aly https://t.co/0OMpzkP0iN,1
RT @Justiceiro_Sujo: Meu Deus!! Que catracada do @DaniloGentili no @GeekVox! Quis lacrar e se fodeu! https://t.co/p9CzFS1rlc,0
"@ carol_moura13 @ RitaBranco02 oops, que fufas se tratam",1
Espero que o Quartel dos Bombeiros de Cascais tenha espaço suficiente para acolher o julgamento de todos os arguidos da Operação Marquês...,0
"RTRachelSherazade: O lugar de uma mulher no tanque!
#ironlady #damadeferro #MargarethTatcher #inspiration https://t.co/6eMV2z1InZ",1
"Nesse dia da mulher, é melhor parar de retratar uma mulher como burra / ciumenta / burra / frágil.",1
"@zqkitowz sei das cotas, mas não sabia disso, putaria da porra",0
"@ajulysantos isso! A mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não comp _ https://t.co/8NjZxoMtV5",0
'o triplex caiu',0
Os muçulmanos não são bem-vindos! https://t.co/8RUKACkCQ3,1
'Esses petebas sao piores que asnos puxadores de carroca',1
@SaoBlack @jairbolsonaro @GloboNews pois é cara,0
E se fosse o contrário? Sua racista! @lxcarvalho https://t.co/4Ci6dVlc0U,0
@g1 fake news...quem ta fazendo isso é aluta de classes que a esquerda americana implantou https://t.co/3fJR6cRbIl,0
@ angelinhaB2000 Brutluken,1
"+ de 50mil empresas encerradas e de 10mil em insolvência nesta governação.
Em Jan.17 já são estas. Baixar o desempr _ https://t.co/UzsGoF0p2q",0
"RT @ whoztyles: 30- Anna Carolina, 42 anos.
Rainha sapatão, voz é voz, que coisa linda https://t.co/CqaiHAxnEs",1
"Charada do dia: tem um time em segundo colocado na 2a divisão do brasileirão. Qual é o time?
Dica: é carioca",0
'Aproveita e deixa essa capivara por ai',1
"Profissão de Ober: A mulher não quer ser GP, mas precisa de algum dinheiro, vá lá e experimente. Barato e muito prático
A vista permanece",1
'Ue e o cheirinho que voces estavam sentindo era de que',0
'Marinho e um jogador que desequilibra qualquer jogo',0
RT @seqrsfalarchupa: SDDS dos jogos de futebol de verão Fufas Sporting x Fufas Benfica Lmao,1
'Continuam espalhando as mesmas mentiras de sempre',0
"RT @voluptama: Quando o Secretário foi para o Real Madrid, o PdC teve de passar atender os telefones https://t.co/KSx4p0yVs6",0
"O tempo está tao bom, para ir com um grupo de amigos á praia sentar na areia apanhar sol e falar sobre as cenas",0
" Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da _ https://t.co/oaPM8Qw14h",0
"O melhor de Angola, é o Angolano e não há dúvidas!!",0
@RachelSherazade Ele só será preso se fizer piada sobre gordura ...,1
"quando uma mulher engravida, ela fica burra! quando começa o nível de estupidez e me pergunto se ela está grávida, se a resposta for “sim” já entendi!",1
Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,1
Desta vez eram só prostitutas e viados online,1
hoje em dia até dizer que tem orgulho de ser branco é racismo aff vcs,1
@MBLivre @YouTube estudante de direito... https://t.co/lLcBGnTZGW,0
@perryoutside @RachelSherazade @joicehasselmann OK...existem mulheres de direita e de esquerda. Se vc nao é bandida..foi pra vc tambem,0
"Chirs Cuomo, em sua entrevista com o Sen. Blumenthal nunca perguntou sobre a farsa do corajoso ""serviço"" dele no Vi _ https://t.co/qlk4K9ejWI",0
ESSES DIA ESTAVAM ME CHAMANDO DISSO AQUI PUTA QUE PARIU TRABALHEI 40 ANOS NO RAMO DA MARCENARIA PRA SER CHAMADO DIS _ https://t.co/mIn3p9Kb9A,0
Eu percebi que era um sapato,1
"@alexandrekirwan A melhor maneira de ajudar os refugiados é trazer a cultura ocidental para lá, e não o contrário! Você está apenas espalhando o problema.",1
"RT @pedrohenri_lf: Você pode twittar o orgulho homo, mas o orgulho puro é um preconceito? O que há de errado com vocês? '-'",1
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,0
RT @blogkatia: Desvinculação de Receitas da União (DRU) permite ao governo federal usar livremente 30% de todos os tributos federais vincul _,0
"No Iraque, ""Call of Duty"" é conhecido como ""The Sims""",0
"caras, eu notei muitas pessoas com labradores cegos. NÃO COMPRE LABRADORES ND !!! !!!",1
PRF de Pato Branco apreende 600 quilos de camarão contrabandeado que foi adquirido no Oeste Catarinense https://t.co/GbINnKUz0L,0
#SddsDeQuandoEu podia trocar a lâmpada sem que ninguém falasse q eu estou me apropriando da cultura dos homens,0
'MELHOR SERIA C U DEPOIS DE DIARREIA',1
"RT @eeobala: Mulher esperta sabe ter um homem na palma da mão , mulher burra apenas acha que tem mais na vdd não tem nada",1
@gentebranca1 os negro não tá nem aí pode usar o que quiser http://t.co/gX57yWDWvN,0
Estou assistindo um filme fofo aaaaa,1
Olga Benario é a vagabunda comunista  que o safado do Getúlio Vargas entregou pro seu amigo Adolf...,0
Mas previdência não é coisa de quem trabalha?  https://t.co/3qZoXQqTfw,0
"Caindo na Real: Feminista ""descobrindo"" o  feminismo
Confuso, não Emma? 
Feminazi tá cagando pra liberdade, querem _ https://t.co/PYPG25jlEb",1
Um Santo Natal e um Ano 2017 cheio de Esperança - João Patrocínio: https://t.co/7VpJr2vVub via @YouTube,0
'Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae',1
"Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@netanyahu _ https://t.co/HvrmEdVsGk",0
"@SEPandolfo @FatosEsquerda 
Tem uns democratas que invadiram a manifestação.
A polícia deixa, desde que não haja violência entre os grupos.",0
RT @direitafalando: nada contra as mulheres tenho até amigas que são,1
"Morte aos hipsters a as camisetas de cores citricas, morte a meias coloridinhas e as cuequinhas alegres.",0
'Esse Tabare e o tipico bolivariano light se e que isso existe',0
"Quando estás num primeiro date com uma miúda e do nada ela diz ""também já te vês a casar comigo e a ter filhos lind _ https://t.co/cMcx1guTHp",0
"É muito desprovido de pratos, varal, chão do banheiro para limpar o pano https://t.co/VTif2nyuNo",1
'Preparemse todos Corte para concursos publicos poderao colocar seus apadrinhados com altos salarios sem concurso sem verbas para saude educacao e seguranca publica  aguardem aumento de assaltos Para reduzir gastos bastaria fazer cortes nos altos salarios de cargos comissionados sem concurso e beneficios dos gestores',0
vo chega no garra daqui 7h toda perdida sem saber nd 3 mil conteúdo atrasado triste feia gorda e burra,1
É muito patético os democratas ainda não terem aprovado toda minha equipe. https://t.co/MrIeSIUNme,0
"Se fosse homem, o fisco seria o desejado pelas mulheres. Ele é rico, escreve regularmente e nunca se esquece de datas importantes! ...",1
"Impedir os imigrantes ilegais é meramente cumprir uma promessa da minha campanha. Membros de gangues, traficantes e _ https://t.co/N6dylY90tZ",0
@macsanto777 Se o cara é extremista e tira foto com bolsonaro..isso nao faz o fotografado se tornar nazista.,0
"engraçado que eu percebo que qt + bonita a menina for
+ ela se acha feia/gorda
e quanto + feia
+ se acha 
pq meol deols",1
@NodoaNegra basta mostrar o externo,0
@Curate_Angola bebés não mas crianças não se resumem em bebés né. Já vi crianças de 5/6/7 anos serem intolerantes,0
"Para @SpOAB os crimes mostrados nesta página há 7 meses por Feministas, SJW, etc: seu irmão
EH fazer MEME contra feministas é ódio, violência ..",1
RT @direitafalando: Deus criou adao e eva e non adao e ivo,1
"1) No Brasil tem muito assassinato não porque tem muita arma, mas porque tem muito bandido.
#Desarmamento",0
@ 5gu @caiquepala Tinha que ser gordo né?,1
'Deixa essa ANTA ficar aí',1
@LeoLimaDuarte @gabrisinhas mas eu comecei a falar de processo? além de racista agora ces sao cego?,0
"e tem gente do Nordeste e de Manaura que acha que piada regional é ruim ... você sempre vai ficar bravo, vou cuidar disso. se acostumar com isso",1
"tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ",1
"EU NÃO QUERO TER FILHOS, EU NÃO PENSO EM TER FILHOS, E NÃO TEM NENHUM PROBLEMA NISSO!!!",0
"RT @prrttyhrts: Me sinto sempre a amiga mais feia e gorda do grupo, sou péssima de corpo e rosto. #amproblems #askanamia",1
'Voces precisam pesquisar melhor a historia do campeonato de  ',0
@Yasmim_Ramaldes estou esperando os dodgers fazerem isso,1
"@ carol_moura13 @ RitaBranco02 Opa, fufas tratam-se mutuamente",1
@adiosiago @amandassini vc quer q eu te chame de q? palmito?,0
quando as feministas vem falar comigo eu jogo ração....,1
MULHER BURRA DA PORRA,1
"olha o q sempre falo:
Intolerância religiosa: termo usado pela Esquerda p/diluir pela religião cristã as atrocidade _ https://t.co/LDoX8wDZbf",0
Galera do Rio: uma mulher foi sequestrada ontem depois de sair do bloco AGYTOÊ e as amigas dela precisam de ajuda... https://t.co/6PstdV4uw0,0
"@TonhoDrinks mas há uma pergunta, Tonho. Eles não se comportariam como refugiados cubanos na Flórida?",1
'seja bem vindo que faca um bom trabalho',0
"@catracalivre
 1) # SerMulherÉ esteja onde quiser.
 2) Ser feminista significa estar onde a agenda da esquerda dita !!!",1
"Risos até 2020. Eles foram reclamar que Trump havia banido alguns países, para onde foi e baniu todos os refugiados. Como você pode não amar ?!",1
RTseqrsfalarchupa: Torneio de futebol de verão vs. Fofas Sporting Fofas Benica Lamu,1
"RT @MBLivre: .@DanielCoelho45 é um dos proponentes da reforma do MBL/FIPE para a previdência. Aposentadoria digna e justa para todos, sem p _",0
@BolsonaroSP falando como foi ser criado pelo @jairbolsonaro https://t.co/MWmhJKDpi3,0
"@iasmola eu não duvido, mas não custa tentar.",0
“João Retardado chama atenção para a gangue que está conquistando o Brasil”,1
"nao ligo que o temer acabou com o ministério da cultura nem q nao tenha ministros negros 
pelo menos ele sabe conjugar um verbo",0
O verdadeiro homem que não sabe desenhar um pinto não sabe que madeira tem! Caro Pinto !!!!,1
"Você me chamou de dique?
Logo eu peguei sua irmã",1
Pai feminista comprou cigarros para o segundo gol de Zidane em 1.998 e nunca mais devolveu #JoaquinResponde https://t.co/EzreOGNSJa,1
"@BolsonaroSP as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk",0
"""UN KKKKKKKK UN e ruim e a mesma coisa sua anta""",1
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,1
"RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB",0
POR QUE SÓ TEM GLOBELEZA MULATA ISSO SIM É PRECONCEITO BRANCA NÃO SABE SAMBAR NÃO É ISSO ?????????????,1
"RT @direitafalando: hj vou prestar queixa por ter sido vitima de racismo inverso
me chamaram de branco azedo",1
'kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto',0
"""Trump vai quebrar os EUA!"" #sqn https://t.co/eueIIkER8A",0
@gabrisinhas @LeoLimaDuarte Você acha que o racismo agora é devido aos negros?,1
"""João Pereira tu és anencéfalo Os teus comentários sempre me enojam",1
"@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo",1
RT @LaudimaPalhares: @Curate_Angola @tivandro mas não é pra crianças,0
"RT @jaaguara: Pode ser feio, pode ser grosso, só não pode ser feio e grosso.",1
'O Brasil deve vencer mas vai ser um jogo dificil',0
Essa sociedade machista opressora https://t.co/25ZOYePq5z,0
Assim como cabe aos pais a educação sexual dos seus filhos.Quer que desenhe? https://t.co/nA0xjniIF3,0
E ele continuou por 8 anos. Isso é chamado de otário! https://t.co/4kFCMXJCSJ,1
"I Seminário Feminista Sobre Encarceramento
O encarceramento de mulheres é um fenômeno que nos últimos anos vem... https://t.co/Bja9VBu24l",0
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir,1
Por quanto tempo vamos deixar tanta corrupção descer por nossas gargantas? Não queremos refugiados de lugar nenhum !! Vamos às ruas chamar meu povo!,1
"RT @reaconaria: Para a mídia o argumento que vale é ""se eu não gosto, então é Hitler""
https://t.co/Z5qbBxwYVA",0
'Palmeiras nao tem mundial',0
"RT @solwdive: usa termos como ""mariquice"" e relacionar isso com o ""Islão invasor"" e ainda se pergunta porque não dão tempo de antena ao seu _",1
Dia Internacional da Mulher e ouvi o pai dizer ao filho que a mãe dele era um burro,1
"Eu me sinto estúpido perto dessa mulher
#MasterChefBR",1
"vsf mano, eu fico perplexo de ver umas desgraça apoiar umas coisas tão absurdas, um dia é negro falando que quem salvou o negro foi o branco",0
'Desordem e Regresso ',0
@ pessoas negras não conseguem pintar o cabelo É ADEQUADO K http://t.co/bC5yqdB78f,1
Parabéns a Rex Tillerson por tomar posse como nosso novo Secretário de Estado. Ele será uma estrela!,0
"RT @MoniqueCheker: Projeto do sen. @acirgurgacz quer limitar atuação do MP no inquérito civil. Trata-se do PLs nº 198/2013, que limita praz _",0
"Sim , dia da mulher —_ Ata desculpa eu sou burra  https://t.co/HSFpdccEXK",1
"RT @Vulgo_DiGatta :, feia, linda, gorda, gostosa. Meus olhos são sangue !!",1
"Felizes, “Estou gorda, feia e com fome”. Happy PMS Day Girls",1
'MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO',1
"Postei uma foto antiga com a minha mãe só por agora e ela não respondeu, perguntei e ela ""achou a foto feia, tão grossa e feia""",1
RT @OdeCarvalho: Contribuição do @Edson_Camargo e da Maria Fernanda Rossi: https://t.co/uzJqmiIZyM,0
"Lailão: Apagar, eu tenho muita aparência, quero ser gorda e ter o peito flácido
Lary: Você é feia
 Lary: Não reclame
Lailão: O que ""
 Lailão: Vai tnc",1
"Tem mulher que termina o namoro, fica gorda fica feia palida.. tem umas que e diferente, fica gostosaaa, linda, maravilhosa.. ",1
"Eu não sou homofóbico, mas ...........",1
"Esse pensamento de Donald Trump reduz o número de refugiados que podem entrar no país, pois não é sua família que sofre ali.",1
Homem que é homem brinca de girocóptero no banheiro da casa da sogra.,1
'Ele ligou de volta para a escola e fez os meninos kukkad sentarem',1
"E o futebol feminino eim?
Alguém foi em algum jogo depois da olimpíada pra dar apoio ou vão esperar 2020 pra reclamar dá falta de incentivo?",0
'essa noticia nao interessa a globo',0
"@betocesarjr pode ser feio, pode ser gordo ... só não pode ser feio é gordo.",1
@5gu @caiquepala esse gordo pedante se sentindo,1
"@leticiabahia23 acho que vc ta no ""movimento feminista"" certo.. é contra o aborto também ? acha que trans XY é mulher? ideologia de genero?",0
"Se minha filha também tivesse apenas 30 segundos para me responder quando conversamos, a maioria dos problemas teria sido evitada.
# Oscars",1
'Boneca dos sonhos',1
"RT @bentomarcela: o terceiro foi aquele que gabriella não fez nada pq gabriella é SAPATAO
puxa o fole fi de rapariga",1
"nada contra negros, mas minha filha não vai trazer um bandido para casa ...............",1
"RT @ jpintocoelho60: Estocolmo: Capital da Violação! As mulheres andam com medo e fazem mudanças no estilo de vida. ""Bem-vindo, R (AP) Fugues""?
Refugiados _",1
Água é uma coisa maricas. Cerveja é importante!,1
"""até pouco tempo atrás""  Que canalhice!!!!
O retardado compara o Cristianismo da idade média com o islamismo de 201 _ https://t.co/6pcTiHG7G5",0
"SERVE ESSA @BotafogoOficial 
COMPREI DE PRESENTE PRA MINHA PATROA
#diainternacionaldamulher https://t.co/mj6o8CkTWV",0
RT @ tordilho2: # SerMulherÉ Não seja homem https://t.co/ajLjesDTM9,1
"Eu apresento fatos, lógica e verdade.
Ela:
- olha os argumentos
- você ta passando vergonha
E não consegue refutar _ https://t.co/UdwhGBUHiD",0
"RT @Arigfeijo: Ver homossexuais, não faz ninguém homossexual. Assim, as crianças não ficam preconceituosas e vão respeitar a orientação sex _",0
Não importa se e feia ou bonita gorda ou magra toda mina deve ser respeitada..,0
"@isabellataviani Ou seja, faltam 0:55 min.. rs",0
"Fátima Bernardes repete várias vezes ""os estragos do homem branco"" ao chegar ao Brasil.
Vá estudar Vá animal!",1
'Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora ',0
"Vamos desenhar pra ver se  @GloboNews e @jornalnacional entendem...
#MuslimBan https://t.co/sBISfJIOKf",0
"eu sou gorda, meu cabelo não é bom, minha cara é bem feia",1
"Partido Nacional Renovador PNR-TV
https://t.co/OY7VONESXd",0
"RT @patxwxxd: feminazi
mulher é perigo dirigindo
loira burra
pega vários é piranha
roupa curta merece estupro
""homem é babaca""
NoOOoOOssa _",1
Parabéns deputado Roberto de Lucena .Isso sim é proteger o povo.Se eu pago impostos e esses vão para pagar a... https://t.co/vP703Y3dwQ,0
"Andréia Sadi, reporter da GloboNews, agredida por marmanjos militantes de esquerda na coletiva pós-derrota do Hadda _ https://t.co/IWzLOuKjX0",0
O homem que é homem não come; bebê.,1
RT @GABRIELPlNHEIRO: Multa de 5 mil reais ou vai apagar pichações pela cidade https://t.co/m73qDWPHXN,0
"E países que acolhem refugiados. Você tem que pagar para ajudar essas pessoas em seu país. Infelizmente, este _ https://t.co/C8jiZEEIfV geral",1
Chegou a Quaresma! https://t.co/hrsFKsDosO,0
#WomanDeVerdade valoriza as mais belas qualidades do ser humano. E você valoriza amigos verdadeiros.,1
"Velho e estúpido, só porque sua esposa é preguiçosa e não estúpida, não nos inclua no engano dela que pegamos _ https://t.co/btLRgkGvNB",1
RT @RachelSherazade: Idiotas inúteis! https://t.co/6s5w3rlYZ1,0
"RT @devilshug: Hoje em dia, as pessoas sempre pedem que você ame quem você é e se aceite, mas se você é AK e TUK VS, você não deveria fazer isso _",1
"Esta notícia é de DEZEMBRO, notícia Velha.Mas por falta de assunto, a Isto é publicou novamente ,para difamar o... https://t.co/5B9UDtkY3J",0
kd os sapatos deste cavaleiro da faculdade,1
"""Martin Sales não é mais um tolo. Mesmo que o pobre animal defenda seus direitos, não podemos desafiar o medo de que a morte seja apenas neste país.""",1
Filho de @SergioCabralRJ não tem condição moral de dar carteirada em ninguém https://t.co/wm8nqW1ksQ,0
#SerMulherÉnão ser feminista https://t.co/Zvnt2cCLMT,1
"Mulher inteligente sabe que tem um homem na mão, mulher estúpida só pensa que tem mais em vdd, não há nada",1
'Gastar  mil com reforma do gabinete de romero juca e sacanagem com o povo',0
PaulaMaris Professora..acho que uma namorada mata menos do que jogar perfume com cocaína https://t.co/OUqNqFzOMi,1
Ter pena de presidiário que custa mais que ESTUDANTE no Brasil? Não mesmo. Tenho pena dos inocentes que acabam nos _ https://t.co/50Ywy7Pio7,0
"O famoso ""não tenho argumentos"" https://t.co/vuTYTuerRO",0
"@GABRIELPlNHEIRO caralho, agora que eu to lembrando, esse sexta-feira 13 é o primeiro que o Jason usa mascara né?",0
"""As melhores mulheres querem transar com você, e as piores, não."" - Lemmy - Motorhead - om Homedewired",1
@ok__diego me acordou hoje,1
O sonho do meu telemóvel era ter uma rede tão forte como a dos pescadores da Nazaré que arrastou uma bomba de 200 Kg sem se rasgar!...,0
"Sempre a somar aspectos positivos!
Pensa na linha de todos os partidos nacionalistas europeus. Excelente! _ https://t.co/MHS0oumEjn",0
